,BatterName,batter,IsBIP,PA_flag,IsAirPull,Air Pull / PA,Air Pull / BIP,Sample,player_name,pitcher
419,,,3,8.0,0,0.0,0.0,Pitchers,Jose Quijada,650671.0
420,,,347,464.0,46,0.099,0.133,Pitchers,Jose Quintana,500779.0
421,,,55,79.0,9,0.114,0.164,Pitchers,Jose Ruiz,614179.0
422,,,435,634.0,37,0.058,0.085,Pitchers,Jose Soriano,667755.0
423,,,18,29.0,3,0.103,0.167,Pitchers,Jose Suarez,660761.0
424,,,10,12.0,2,0.167,0.2,Pitchers,Jose Trevino,624431.0
425,,,125,159.0,29,0.182,0.232,Pitchers,Jose Urena,570632.0
426,,,111,205.0,21,0.102,0.189,Pitchers,Josh Hader,623352.0
427,,,60,100.0,4,0.04,0.067,Pitchers,Josh Simpson,681006.0
428,,,14,25.0,3,0.12,0.214,Pitchers,Josh Walker,677020.0
429,,,37,52.0,2,0.038,0.054,Pitchers,Josh Winckowski,670174.0
430,,,12,20.0,2,0.1,0.167,Pitchers,Jovani Moran,663558.0
431,,,31,50.0,3,0.06,0.097,Pitchers,Juan Burgos,686228.0
432,,,127,196.0,15,0.077,0.118,Pitchers,Juan Mejia,675848.0
433,,,87,136.0,10,0.074,0.115,Pitchers,Juan Morillo,666661.0
434,,,7,9.0,0,0.0,0.0,Pitchers,Julian Fernandez,642759.0
435,,,62,86.0,8,0.093,0.129,Pitchers,Julian Merryweather,657240.0
436,,,26,41.0,8,0.195,0.308,Pitchers,Justin Bruihl,677865.0
437,,,24,28.0,2,0.071,0.083,Pitchers,Justin Garza,621057.0
438,,,55,78.0,6,0.077,0.109,Pitchers,Justin Hagenman,663795.0
439,,,21,43.0,1,0.023,0.048,Pitchers,Justin Lawrence,664875.0
440,,,30,66.0,3,0.045,0.1,Pitchers,Justin Martinez,679885.0
441,,,67,88.0,6,0.068,0.09,Pitchers,Justin Slaten,686580.0
442,,,65,92.0,13,0.141,0.2,Pitchers,Justin Steele,657006.0
443,,,135,207.0,20,0.097,0.148,Pitchers,Justin Sterner,686993.0
444,,,172,236.0,18,0.076,0.105,Pitchers,Justin Topa,623437.0
445,,,348,489.0,69,0.141,0.198,Pitchers,Justin Verlander,434378.0
446,,,103,163.0,10,0.061,0.097,Pitchers,Justin Wilson,458677.0
447,,,153,224.0,11,0.049,0.072,Pitchers,Justin Wrobleski,680736.0
448,,,41,55.0,0,0.0,0.0,Pitchers,Kade Strowd,669704.0
449,,,41,65.0,7,0.108,0.171,Pitchers,Kai-Wei Teng,678906.0
450,,,105,168.0,14,0.083,0.133,Pitchers,Kaleb Ort,672391.0
451,,,4,7.0,0,0.0,0.0,Pitchers,Keaton Winn,676775.0
452,,,132,201.0,22,0.109,0.167,Pitchers,Keegan Akin,669211.0
453,,,238,317.0,41,0.129,0.172,Pitchers,Keider Montero,672456.0
454,,,60,82.0,12,0.146,0.2,Pitchers,Kendall Graveman,608665.0
455,,,136,199.0,26,0.131,0.191,Pitchers,Kenley Jansen,445276.0
456,,,25,43.0,3,0.07,0.12,Pitchers,Kenta Maeda,628317.0
457,,,406,593.0,56,0.094,0.138,Pitchers,Kevin Gausman,592332.0
458,,,77,121.0,7,0.058,0.091,Pitchers,Kevin Ginkel,656464.0
459,,,22,25.0,6,0.24,0.273,Pitchers,Kevin Herget,643361.0
460,,,95,122.0,9,0.074,0.095,Pitchers,Kevin Kelly,687330.0
461,,,16,16.0,3,0.188,0.188,Pitchers,Kevin Newman,621028.0
462,,,77,135.0,15,0.111,0.195,Pitchers,Kirby Yates,489446.0
463,,,285,436.0,29,0.067,0.102,Pitchers,Kodai Senga,673540.0
464,,,6,6.0,1,0.167,0.167,Pitchers,Kody Clemens,665019.0
465,,,88,119.0,8,0.067,0.091,Pitchers,Kody Funderburk,681892.0
466,,,185,228.0,23,0.101,0.124,Pitchers,Kolby Allard,663465.0
467,,,36,61.0,8,0.131,0.222,Pitchers,Konnor Pilkington,663455.0
468,,,318,475.0,42,0.088,0.132,Pitchers,Kris Bubic,663460.0
469,,,204,287.0,22,0.077,0.108,Pitchers,Kumar Rocker,677958.0
470,,,63,89.0,14,0.157,0.222,Pitchers,Kyle Backhus,679775.0
471,,,5,5.0,0,0.0,0.0,Pitchers,Kyle Farmer,571657.0
472,,,137,197.0,16,0.081,0.117,Pitchers,Kyle Finnegan,640448.0
473,,,425,553.0,74,0.134,0.174,Pitchers,Kyle Freeland,607536.0
474,,,56,73.0,9,0.123,0.161,Pitchers,Kyle Gibson,502043.0
475,,,66,99.0,9,0.091,0.136,Pitchers,Kyle Harrison,690986.0
476,,,105,134.0,23,0.172,0.219,Pitchers,Kyle Hart,606996.0
477,,,411,531.0,57,0.107,0.139,Pitchers,Kyle Hendricks,543294.0
478,,,194,276.0,17,0.062,0.088,Pitchers,Kyle Leahy,681517.0
479,,,5,11.0,1,0.091,0.2,Pitchers,Kyle Nelson,669459.0
480,,,83,116.0,16,0.138,0.193,Pitchers,Kyle Nicolas,693312.0
481,,,140,223.0,26,0.117,0.186,Pitchers,Lake Bachar,669199.0
482,,,142,237.0,22,0.093,0.155,Pitchers,Lance McCullers Jr.,621121.0
483,,,326,475.0,51,0.107,0.156,Pitchers,Landen Roupp,694738.0
484,,,117,172.0,21,0.122,0.179,Pitchers,Landon Knack,689017.0
485,,,22,35.0,4,0.114,0.182,Pitchers,Lazaro Estrada,681751.0
486,,,5,6.0,3,0.5,0.6,Pitchers,Leo Rivas,660844.0
487,,,39,59.0,3,0.051,0.077,Pitchers,Liam Hendriks,521230.0
488,,,400,558.0,57,0.102,0.142,Pitchers,Logan Allen,671106.0
489,,,246,337.0,40,0.119,0.163,Pitchers,Logan Evans,688138.0
490,,,224,376.0,39,0.104,0.174,Pitchers,Logan Gilbert,669302.0
491,,,22,31.0,3,0.097,0.136,Pitchers,Logan Gillaspie,670810.0
492,,,58,99.0,11,0.111,0.19,Pitchers,Logan Henderson,701656.0
493,,,5,5.0,2,0.4,0.4,Pitchers,Logan Porter,682515.0
494,,,36,46.0,8,0.174,0.222,Pitchers,Logan VanWey,701121.0
495,,,467,691.0,47,0.068,0.101,Pitchers,Logan Webb,657277.0
496,,,122,168.0,20,0.119,0.164,Pitchers,Lou Trivino,642152.0
497,,,162,238.0,21,0.088,0.13,Pitchers,Louis Varland,686973.0
498,,,34,50.0,6,0.12,0.176,Pitchers,Luarbert Arias,678215.0
499,,,156,214.0,20,0.093,0.128,Pitchers,Lucas Erceg,668674.0
500,,,2,4.0,0,0.0,0.0,Pitchers,Lucas Gilbreath,656458.0
501,,,336,464.0,58,0.125,0.173,Pitchers,Lucas Giolito,608337.0
502,,,38,72.0,5,0.069,0.132,Pitchers,Lucas Sims,608371.0
503,,,2,3.0,0,0.0,0.0,Pitchers,Luinder Avila,679883.0
504,,,444,617.0,75,0.122,0.169,Pitchers,Luis Castillo,622491.0
505,,,33,54.0,9,0.167,0.273,Pitchers,Luis Contreras,664351.0
506,,,34,52.0,5,0.096,0.147,Pitchers,Luis Curvelo,681168.0
507,,,29,41.0,5,0.122,0.172,Pitchers,Luis F. Castillo,622379.0
508,,,132,188.0,16,0.085,0.121,Pitchers,Luis Garcia,472610.0
509,,,55,85.0,14,0.165,0.255,Pitchers,Luis Gil,661563.0
510,,,48,72.0,7,0.097,0.146,Pitchers,Luis Guerrero,692285.0
511,,,243,382.0,33,0.086,0.136,Pitchers,Luis L. Ortiz,682847.0
512,,,57,96.0,9,0.094,0.158,Pitchers,Luis Mey,682825.0
513,,,40,63.0,4,0.063,0.1,Pitchers,Luis Morales,806960.0
514,,,38,61.0,4,0.066,0.105,Pitchers,Luis Peralta,678821.0
515,,,438,597.0,64,0.107,0.146,Pitchers,Luis Severino,622663.0
516,,,2,2.0,0,0.0,0.0,Pitchers,Luis Torrens,620443.0
517,,,10,11.0,2,0.182,0.2,Pitchers,Luis Vazquez,676679.0
518,,,120,170.0,21,0.124,0.175,Pitchers,Luke Jackson,592426.0
519,,,5,15.0,1,0.067,0.2,Pitchers,Luke Little,681432.0
520,,,130,202.0,21,0.104,0.162,Pitchers,Luke Weaver,596133.0
521,,,20,25.0,3,0.12,0.15,Pitchers,Luke Williams,663897.0
522,,,113,161.0,14,0.087,0.124,Pitchers,Lyon Richardson,680689.0
523,,,377,604.0,53,0.088,0.141,Pitchers,MacKenzie Gore,669022.0
524,,,89,121.0,7,0.058,0.079,Pitchers,Manuel Rodriguez,655889.0
525,,,12,23.0,0,0.0,0.0,Pitchers,Marc Church,687847.0
526,,,131,175.0,18,0.103,0.137,Pitchers,Marcus Stroman,573186.0
527,,,122,185.0,19,0.103,0.156,Pitchers,Mark Leiter Jr.,643410.0
528,,,77,118.0,15,0.127,0.195,Pitchers,Martin Perez,527048.0
529,,,14,19.0,3,0.158,0.214,Pitchers,Mason Black,696131.0
530,,,113,160.0,26,0.162,0.23,Pitchers,Mason Englert,669438.0
531,,,125,194.0,25,0.129,0.2,Pitchers,Mason Fluharty,689254.0
532,,,86,182.0,14,0.077,0.163,Pitchers,Mason Miller,695243.0
533,,,103,179.0,9,0.05,0.087,Pitchers,Mason Montgomery,682254.0
534,,,15,23.0,1,0.043,0.067,Pitchers,Mason Thompson,666168.0
535,,,88,114.0,21,0.184,0.239,Pitchers,Matt Bowman,621199.0
536,,,89,142.0,9,0.063,0.101,Pitchers,Matt Brash,666374.0
537,,,61,89.0,5,0.056,0.082,Pitchers,Matt Gage,657424.0
538,,,11,15.0,2,0.133,0.182,Pitchers,Matt Krook,640454.0
539,,,95,129.0,19,0.147,0.2,Pitchers,Matt Sauer,669422.0
540,,,135,211.0,27,0.128,0.2,Pitchers,Matt Strahm,621381.0
541,,,104,163.0,12,0.074,0.115,Pitchers,Matt Svanson,694335.0
542,,,16,25.0,2,0.08,0.125,Pitchers,Matt Waldron,663362.0
543,,,416,583.0,57,0.098,0.137,Pitchers,Matthew Boyd,571510.0
544,,,117,169.0,12,0.071,0.103,Pitchers,Matthew Festa,670036.0
545,,,394,520.0,49,0.094,0.124,Pitchers,Matthew Liberatore,669461.0
546,,,444,641.0,45,0.07,0.101,Pitchers,Max Fried,608331.0
547,,,118,150.0,19,0.127,0.161,Pitchers,Max Kranick,668820.0
548,,,101,131.0,16,0.122,0.158,Pitchers,Max Lazar,676661.0
549,,,195,285.0,16,0.056,0.082,Pitchers,Max Meyer,676974.0
550,,,167,238.0,26,0.109,0.156,Pitchers,Max Scherzer,453286.0
551,,,419,604.0,64,0.106,0.153,Pitchers,Merrill Kelly,518876.0
552,,,30,43.0,3,0.07,0.1,Pitchers,Michael Darrell-Hicks,690382.0
553,,,18,23.0,3,0.13,0.167,Pitchers,Michael Fulmer,605242.0
554,,,79,110.0,11,0.1,0.139,Pitchers,Michael Kelly,547184.0
555,,,150,236.0,23,0.097,0.153,Pitchers,Michael King,650633.0
556,,,17,29.0,1,0.034,0.059,Pitchers,Michael Kopech,656629.0
557,,,336,466.0,60,0.129,0.179,Pitchers,Michael Lorenzen,547179.0
558,,,193,236.0,19,0.081,0.098,Pitchers,Michael McGreevy,700241.0
559,,,12,20.0,4,0.2,0.333,Pitchers,Michael Mercado,675650.0
560,,,21,28.0,1,0.036,0.048,Pitchers,Michael Petersen,656848.0
561,,,222,351.0,37,0.105,0.167,Pitchers,Michael Soroka,647336.0
562,,,3,3.0,0,0.0,0.0,Pitchers,Michael Stefanic,683021.0
563,,,35,52.0,6,0.115,0.171,Pitchers,Michael Tonkin,543859.0
564,,,460,610.0,75,0.123,0.163,Pitchers,Michael Wacha,608379.0
565,,,16,28.0,3,0.107,0.188,Pitchers,Michel Otanez,671305.0
566,,,90,125.0,18,0.144,0.2,Pitchers,Mick Abel,690953.0
567,,,18,28.0,2,0.071,0.111,Pitchers,Miguel Castro,612434.0
568,,,25,28.0,7,0.25,0.28,Pitchers,Miguel Rojas,500743.0
569,,,212,321.0,41,0.128,0.193,Pitchers,Mike Burrows,681347.0
570,,,20,31.0,3,0.097,0.15,Pitchers,Mike Clevinger,605182.0
571,,,232,344.0,24,0.07,0.103,Pitchers,Mike Vasil,678024.0
572,,,5,7.0,1,0.143,0.2,Pitchers,Mike Yastrzemski,573262.0
573,,,4,6.0,0,0.0,0.0,Pitchers,Miles Mastrobuoni,670156.0
574,,,428,542.0,72,0.133,0.168,Pitchers,Miles Mikolas,571945.0
575,,,456,621.0,52,0.084,0.114,Pitchers,Mitch Keller,656605.0
576,,,233,321.0,42,0.131,0.18,Pitchers,Mitch Spence,687765.0
577,,,459,602.0,86,0.143,0.187,Pitchers,Mitchell Parker,680730.0
578,,,25,38.0,1,0.026,0.04,Pitchers,Nabil Crismatt,622503.0
579,,,4,4.0,1,0.25,0.25,Pitchers,Nate Eaton,681987.0
580,,,57,74.0,8,0.108,0.14,Pitchers,Nate Pearson,663878.0
581,,,338,494.0,50,0.101,0.148,Pitchers,Nathan Eovaldi,543135.0
582,,,6,7.0,2,0.286,0.333,Pitchers,Nathan Wiles,686249.0
583,,,83,125.0,14,0.112,0.169,Pitchers,Nestor Cortes,641482.0
584,,,75,113.0,11,0.097,0.147,Pitchers,Nic Enright,663671.0
585,,,46,58.0,7,0.121,0.152,Pitchers,Nick Anderson,623433.0
586,,,14,21.0,1,0.048,0.071,Pitchers,Nick Burdi,595897.0
587,,,21,33.0,3,0.091,0.143,Pitchers,Nick Hernandez,663321.0
588,,,367,525.0,41,0.078,0.112,Pitchers,Nick Lodolo,666157.0
589,,,451,596.0,82,0.138,0.182,Pitchers,Nick Martinez,607259.0
590,,,136,186.0,22,0.118,0.162,Pitchers,Nick Mears,683232.0
591,,,384,578.0,60,0.104,0.156,Pitchers,Nick Pivetta,601713.0
592,,,43,69.0,9,0.13,0.209,Pitchers,Nick Sandlin,680704.0
593,,,1,2.0,0,0.0,0.0,Pitchers,Nicky Lopez,670032.0
594,,,298,413.0,44,0.107,0.148,Pitchers,Noah Cameron,702070.0
595,,,28,51.0,4,0.078,0.143,Pitchers,Noah Davis,663562.0
596,,,55,95.0,5,0.053,0.091,Pitchers,Noah Murdock,668716.0
597,,,4,7.0,0,0.0,0.0,Pitchers,Nolan Hoffman,676510.0
598,,,26,45.0,3,0.067,0.115,Pitchers,Nolan McLean,690997.0
599,,,10,18.0,3,0.167,0.3,Pitchers,Omar Cruz,678316.0
600,,,138,210.0,17,0.081,0.123,Pitchers,Orion Kerkering,689147.0
601,,,49,74.0,6,0.081,0.122,Pitchers,Orlando Ribalta,687377.0
602,,,217,296.0,41,0.139,0.189,Pitchers,Osvaldo Bido,674370.0
603,,,7,7.0,0,0.0,0.0,Pitchers,Oswald Peraza,672724.0
604,,,26,35.0,2,0.057,0.077,Pitchers,Owen White,669391.0
605,,,24,41.0,4,0.098,0.167,Pitchers,PJ Poulin,676571.0
606,,,169,247.0,24,0.097,0.142,Pitchers,Pablo Lopez,641154.0
607,,,8,8.0,2,0.25,0.25,Pitchers,Pablo Reyes,622569.0
608,,,19,26.0,1,0.038,0.053,Pitchers,Parker Messick,800048.0
609,,,383,527.0,82,0.156,0.214,Pitchers,Patrick Corbin,571578.0
610,,,15,20.0,5,0.25,0.333,Pitchers,Patrick Monteverde,687287.0
611,,,98,129.0,14,0.109,0.143,Pitchers,Paul Blackburn,621112.0
612,,,25,39.0,5,0.128,0.2,Pitchers,Paul Gervase,801434.0
613,,,40,62.0,5,0.081,0.125,Pitchers,Paul Sewald,623149.0
614,,,388,605.0,58,0.096,0.149,Pitchers,Paul Skenes,694973.0
615,,,71,107.0,7,0.065,0.099,Pitchers,Paxton Schultz,687606.0
616,,,44,63.0,9,0.143,0.205,Pitchers,Penn Murfee,682171.0
617,,,134,196.0,17,0.087,0.127,Pitchers,Pete Fairbanks,664126.0
618,,,110,196.0,15,0.077,0.136,Pitchers,Phil Maton,664208.0
619,,,119,178.0,16,0.09,0.134,Pitchers,Pierce Johnson,572955.0
620,,,62,80.0,17,0.212,0.274,Pitchers,Pierson Ohl,701487.0
621,,,68,105.0,15,0.143,0.221,Pitchers,Porter Hodge,687863.0
622,,,383,536.0,43,0.08,0.112,Pitchers,Quinn Priester,682990.0
623,,,121,189.0,14,0.074,0.116,Pitchers,Rafael Montero,606160.0
624,,,144,213.0,22,0.103,0.153,Pitchers,Raisel Iglesias,628452.0
625,,,16,19.0,2,0.105,0.125,Pitchers,Randy Dobnak,677976.0
626,,,116,198.0,17,0.086,0.147,Pitchers,Randy Rodriguez,678495.0
627,,,366,480.0,50,0.104,0.137,Pitchers,Randy Vasquez,681190.0
628,,,9,13.0,2,0.154,0.222,Pitchers,Randy Wynne,691094.0
629,,,344,490.0,41,0.084,0.119,Pitchers,Ranger Suarez,624133.0
630,,,133,217.0,15,0.069,0.113,Pitchers,Reed Garrett,657585.0
631,,,190,283.0,33,0.117,0.174,Pitchers,Reese Olson,681857.0
632,,,142,240.0,16,0.067,0.113,Pitchers,Reid Detmers,672282.0
633,,,22,25.0,5,0.2,0.227,Pitchers,Reynaldo Lopez,625643.0
634,,,31,43.0,6,0.14,0.194,Pitchers,Rich Hill,448179.0
635,,,126,177.0,19,0.107,0.151,Pitchers,Richard Fitts,690916.0
636,,,27,44.0,2,0.045,0.074,Pitchers,Richard Lovelady,663992.0
637,,,53,80.0,5,0.062,0.094,Pitchers,Rico Garcia,670329.0
638,,,89,141.0,13,0.092,0.146,Pitchers,Riley O'Brien,676617.0
639,,,35,51.0,7,0.137,0.2,Pitchers,Rob Zastryzny,642239.0
640,,,409,626.0,72,0.115,0.176,Pitchers,Robbie Ray,592662.0
641,,,135,210.0,28,0.133,0.207,Pitchers,Robert Garcia,676395.0
642,,,4,6.0,1,0.167,0.25,Pitchers,Robert Stephenson,596112.0
643,,,10,15.0,2,0.133,0.2,Pitchers,Robert Stock,476594.0
644,,,142,215.0,13,0.06,0.092,Pitchers,Robert Suarez,663158.0
645,,,12,14.0,0,0.0,0.0,Pitchers,Robinson Pina,673820.0
646,,,28,51.0,4,0.078,0.143,Pitchers,Roddery Munoz,682610.0
647,,,105,154.0,15,0.097,0.143,Pitchers,Roki Sasaki,808963.0
648,,,11,17.0,0,0.0,0.0,Pitchers,Ron Marinaccio,676760.0
649,,,131,199.0,29,0.146,0.221,Pitchers,Ronel Blanco,669854.0
650,,,138,243.0,20,0.082,0.145,Pitchers,Ronny Henriquez,678692.0
651,,,10,11.0,4,0.364,0.4,Pitchers,Rowdy Tellez,642133.0
652,,,155,236.0,23,0.097,0.148,Pitchers,Ryan Bergert,686701.0
653,,,86,125.0,13,0.104,0.151,Pitchers,Ryan Borucki,621366.0
654,,,80,105.0,16,0.152,0.2,Pitchers,Ryan Brasier,518489.0
655,,,4,8.0,1,0.125,0.25,Pitchers,Ryan Burr,621114.0
656,,,98,135.0,18,0.133,0.184,Pitchers,Ryan Feltner,663372.0
657,,,53,80.0,7,0.088,0.132,Pitchers,Ryan Fernandez,681676.0
658,,,299,428.0,50,0.117,0.167,Pitchers,Ryan Gusto,687473.0
659,,,128,195.0,20,0.103,0.156,Pitchers,Ryan Helsley,664854.0
660,,,51,71.0,13,0.183,0.255,Pitchers,Ryan Johnson,696270.0
661,,,50,68.0,6,0.088,0.12,Pitchers,Ryan Loutos,702795.0
662,,,400,602.0,64,0.106,0.16,Pitchers,Ryan Pepiot,686752.0
663,,,134,182.0,20,0.11,0.149,Pitchers,Ryan Pressly,519151.0
664,,,134,173.0,13,0.075,0.097,Pitchers,Ryan Rolison,669020.0
665,,,97,138.0,14,0.101,0.144,Pitchers,Ryan Thompson,657044.0
666,,,142,209.0,14,0.067,0.099,Pitchers,Ryan Walker,676254.0
667,,,70,102.0,7,0.069,0.1,Pitchers,Ryan Weathers,677960.0
668,,,158,226.0,28,0.124,0.177,Pitchers,Ryan Yarbrough,642232.0
669,,,122,214.0,24,0.112,0.197,Pitchers,Ryan Zeferjahn,666171.0
670,,,341,482.0,52,0.108,0.152,Pitchers,Ryne Nelson,669194.0
671,,,130,198.0,17,0.086,0.131,Pitchers,Ryne Stanek,592773.0
672,,,45,65.0,5,0.077,0.111,Pitchers,Sam Bachman,696147.0
673,,,98,139.0,12,0.086,0.122,Pitchers,Sam Long,669674.0
674,,,42,72.0,10,0.139,0.238,Pitchers,Sam Moll,594580.0
675,,,15,25.0,2,0.08,0.133,Pitchers,Samuel Aldegheri,691951.0
676,,,424,586.0,70,0.119,0.165,Pitchers,Sandy Alcantara,645261.0
677,,,12,17.0,2,0.118,0.167,Pitchers,Sauryn Lao,666659.0
678,,,74,99.0,14,0.141,0.189,Pitchers,Sawyer Gipson-Long,687830.0
679,,,63,81.0,7,0.086,0.111,Pitchers,Scott Alexander,518397.0
680,,,146,245.0,20,0.082,0.137,Pitchers,Scott Barlow,605130.0
681,,,140,194.0,14,0.072,0.1,Pitchers,Scott Blewett,656240.0
682,,,42,50.0,7,0.14,0.167,Pitchers,Scott Effross,664123.0
683,,,23,35.0,2,0.057,0.087,Pitchers,Scott McGough,543518.0
684,,,352,521.0,72,0.138,0.205,Pitchers,Sean Burke,680732.0
685,,,30,43.0,7,0.163,0.233,Pitchers,Sean Guenther,674944.0
686,,,53,71.0,8,0.113,0.151,Pitchers,Sean Hjelle,663546.0
687,,,100,159.0,16,0.101,0.16,Pitchers,Sean Manaea,640455.0
688,,,235,351.0,26,0.074,0.111,Pitchers,Sean Newcomb,656794.0
689,,,66,104.0,12,0.115,0.182,Pitchers,Sean Reynolds,669308.0
690,,,118,215.0,20,0.093,0.169,Pitchers,Seranthony Dominguez,622554.0
691,,,116,171.0,14,0.082,0.121,Pitchers,Seth Halvorsen,678020.0
692,,,33,54.0,5,0.093,0.152,Pitchers,Seth Johnson,686751.0
693,,,399,567.0,70,0.123,0.175,Pitchers,Seth Lugo,607625.0
694,,,392,594.0,57,0.096,0.145,Pitchers,Shane Baz,669358.0
695,,,11,21.0,1,0.048,0.091,Pitchers,Shane Bieber,669456.0
696,,,302,462.0,51,0.11,0.169,Pitchers,Shane Smith,681343.0
697,,,42,56.0,5,0.089,0.119,Pitchers,Shaun Anderson,641312.0
698,,,137,221.0,20,0.09,0.146,Pitchers,Shawn Armstrong,542888.0
699,,,81,111.0,8,0.072,0.099,Pitchers,Shawn Dubin,681869.0
700,,,104,169.0,13,0.077,0.125,Pitchers,Shelby Miller,571946.0
701,,,58,80.0,10,0.125,0.172,Pitchers,Shinnosuke Ogasawara,829272.0
702,,,76,115.0,14,0.122,0.184,Pitchers,Shohei Ohtani,660271.0
703,,,316,428.0,71,0.166,0.225,Pitchers,Shota Imanaga,684007.0
704,,,243,348.0,47,0.135,0.193,Pitchers,Simeon Woods Richardson,680573.0
705,,,299,406.0,53,0.131,0.177,Pitchers,Slade Cecconi,677944.0
706,,,407,599.0,63,0.105,0.155,Pitchers,Sonny Gray,543243.0
707,,,70,109.0,20,0.183,0.286,Pitchers,Spencer Arrighetti,681293.0
708,,,204,277.0,25,0.09,0.123,Pitchers,Spencer Bivens,702352.0
709,,,306,433.0,34,0.079,0.111,Pitchers,Spencer Schwellenbach,680885.0
710,,,247,391.0,49,0.125,0.198,Pitchers,Spencer Strider,675911.0
711,,,25,33.0,4,0.121,0.16,Pitchers,Spencer Turnbull,605513.0
712,,,247,335.0,26,0.078,0.105,Pitchers,Stephen Kolek,663568.0
713,,,121,174.0,13,0.075,0.107,Pitchers,Steven Cruz,674444.0
714,,,192,258.0,17,0.066,0.089,Pitchers,Steven Matz,571927.0
715,,,138,217.0,28,0.129,0.203,Pitchers,Steven Okert,595345.0
716,,,130,191.0,32,0.168,0.246,Pitchers,Steven Wilson,621051.0
717,,,63,74.0,9,0.122,0.143,Pitchers,T.J. McFarland,519008.0
718,,,305,410.0,40,0.098,0.131,Pitchers,Taijuan Walker,592836.0
719,,,328,471.0,44,0.093,0.134,Pitchers,Taj Bradley,671737.0
720,,,154,216.0,15,0.069,0.097,Pitchers,Tanner Banks,621383.0
721,,,423,603.0,63,0.104,0.149,Pitchers,Tanner Bibee,676440.0
722,,,165,204.0,29,0.142,0.176,Pitchers,Tanner Gordon,685299.0
723,,,149,203.0,27,0.133,0.181,Pitchers,Tanner Houck,656557.0
724,,,21,37.0,4,0.108,0.19,Pitchers,Tanner Rainey,663432.0
725,,,121,183.0,17,0.093,0.14,Pitchers,Tanner Scott,656945.0
726,,,376,605.0,47,0.078,0.125,Pitchers,Tarik Skubal,669373.0
727,,,28,40.0,4,0.1,0.143,Pitchers,Tayler Saucedo,642048.0
728,,,91,134.0,12,0.09,0.132,Pitchers,Tayler Scott,605463.0
729,,,114,153.0,19,0.124,0.167,Pitchers,Taylor Clarke,664199.0
730,,,106,169.0,17,0.101,0.16,Pitchers,Taylor Rogers,573124.0
731,,,36,50.0,11,0.22,0.306,Pitchers,Thomas Harrington,802419.0
732,,,55,80.0,11,0.138,0.2,Pitchers,Thomas Hatch,641672.0
733,,,86,146.0,8,0.055,0.093,Pitchers,Tim Herrin,682120.0
734,,,183,229.0,9,0.039,0.049,Pitchers,Tim Hill,657612.0
735,,,30,40.0,0,0.0,0.0,Pitchers,Tim Mayza,641835.0
736,,,104,145.0,16,0.11,0.154,Pitchers,Tobias Myers,668964.0
737,,,12,16.0,1,0.062,0.083,Pitchers,Tom Cosgrove,676680.0
738,,,5,6.0,0,0.0,0.0,Pitchers,Tomas Nido,621512.0
739,,,16,26.0,3,0.115,0.188,Pitchers,Tommy Henry,674072.0
740,,,140,204.0,26,0.127,0.186,Pitchers,Tommy Kahnle,592454.0
741,,,45,69.0,6,0.087,0.133,Pitchers,Tommy Nance,667297.0
742,,,434,556.0,67,0.121,0.154,Pitchers,Tomoyuki Sugano,608372.0
743,,,98,157.0,13,0.083,0.133,Pitchers,Tony Gonsolin,664062.0
744,,,154,240.0,24,0.1,0.156,Pitchers,Tony Santillan,663574.0
745,,,7,11.0,1,0.091,0.143,Pitchers,Touki Toussaint,657053.0
746,,,76,111.0,13,0.117,0.171,Pitchers,Travis Adams,701519.0
747,,,4,6.0,2,0.333,0.5,Pitchers,Travis Jankowski,608671.0
748,,,130,178.0,17,0.096,0.131,Pitchers,Trent Thornton,663423.0
749,,,110,179.0,12,0.067,0.109,Pitchers,Trevor Megill,656730.0
750,,,22,29.0,3,0.103,0.136,Pitchers,Trevor Richards,670950.0
751,,,203,287.0,23,0.08,0.113,Pitchers,Trevor Rogers,669432.0
752,,,285,373.0,51,0.137,0.179,Pitchers,Trevor Williams,592866.0
753,,,115,150.0,19,0.127,0.165,Pitchers,Tristan Beck,663941.0
754,,,19,30.0,5,0.167,0.263,Pitchers,Triston McKenzie,663474.0
755,,,65,93.0,7,0.075,0.108,Pitchers,Troy Melton,675512.0
756,,,31,37.0,9,0.243,0.29,Pitchers,Troy Taylor,700187.0
757,,,10,11.0,0,0.0,0.0,Pitchers,Tucker Barnhart,571466.0
758,,,6,14.0,1,0.071,0.167,Pitchers,Ty Adcock,686654.0
759,,,253,350.0,44,0.126,0.174,Pitchers,Tyler Alexander,641302.0
760,,,417,573.0,86,0.15,0.206,Pitchers,Tyler Anderson,542881.0
761,,,113,187.0,21,0.112,0.186,Pitchers,Tyler Ferguson,621053.0
762,,,107,159.0,15,0.094,0.14,Pitchers,Tyler Gilbert,656457.0
763,,,145,253.0,22,0.087,0.152,Pitchers,Tyler Glasnow,607192.0
764,,,8,10.0,2,0.2,0.25,Pitchers,Tyler Heineman,623168.0
765,,,190,251.0,33,0.131,0.174,Pitchers,Tyler Holton,663947.0
766,,,156,247.0,31,0.126,0.199,Pitchers,Tyler Kinley,641755.0
767,,,225,308.0,24,0.078,0.107,Pitchers,Tyler Mahle,641816.0
768,,,23,35.0,7,0.2,0.304,Pitchers,Tyler Matzek,554431.0
769,,,11,15.0,0,0.0,0.0,Pitchers,Tyler Owens,687074.0
770,,,194,256.0,26,0.102,0.134,Pitchers,Tyler Phillips,663969.0
