,Player,Team,FGID,SAVID,Age,PA,AB,BIP,K,K%,BB,BB%,SF,HBP,BABIP,Brl%,Solid%,Flare%,Topped%,Under%,Weak%,H,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS,R,RBI,SB Att,SB,CS,Pos,$,Deep $,G
0,Miguel Vargas,CWS,20178,678246.0,25,491.0,433.0,337.0,97.0,0.1983,52.0,0.10501142857142858,1.0,6.0,0.292,0.085,0.069,0.223,0.23,0.36,0.032,98.0,59.0,23.0,2.0,15.0,173.0,0.227,0.316,0.39,0.707,54.0,61.0,8.9,6.6,2.0,"1B, 3B",5.2,5.38,109.0
0,Brett Baty,NYM,26123,683146.0,25,429.0,390.0,284.0,108.0,0.25129999999999997,34.0,0.08029142857142858,1.0,3.0,0.333,0.111,0.054,0.238,0.368,0.18,0.048,94.0,59.0,16.0,2.0,18.0,172.0,0.242,0.308,0.432,0.739,54.0,55.0,5.8,4.7,1.0,"2B, 3B",5.18,5.31,95.0
0,Matt McLain,CIN,29695,680574.0,25,439.0,393.0,271.0,123.0,0.2813,39.0,0.08912,1.0,5.0,0.346,0.089,0.075,0.264,0.257,0.262,0.054,94.0,58.0,19.0,1.0,15.0,169.0,0.239,0.315,0.411,0.726,52.0,54.0,12.5,9.9,3.0,2B,5.16,5.41,98.0
0,Dylan Beavers,BAL,31695,687637.0,23,368.0,313.0,221.0,93.0,0.2534793187347932,51.0,0.13987486965589155,1.0,2.0,0.329,0.082,0.07,0.254,0.268,0.273,0.053,73.0,45.0,14.0,1.0,13.0,138.0,0.232,0.344,0.404,0.748,43.0,43.0,17.4,14.2,3.0,OF,5.14,4.65,82.0
0,Willson Contreras,STL,11609,575929.0,32,435.0,380.0,269.0,112.0,0.258396,38.0,0.08771428571428572,1.0,16.0,0.351,0.125,0.069,0.242,0.297,0.228,0.04,94.0,56.0,21.0,1.0,17.0,170.0,0.248,0.341,0.442,0.783,53.0,60.0,4.2,3.3,1.0,1B,5.11,5.28,97.0
0,Francisco Alvarez,NYM,26121,682626.0,23,407.0,365.0,264.0,102.0,0.24957200000000002,37.0,0.09062857142857142,1.0,5.0,0.338,0.107,0.075,0.215,0.368,0.203,0.032,89.0,52.0,18.0,1.0,18.0,166.0,0.245,0.321,0.452,0.773,52.0,54.0,2.5,2.1,0.0,C,5.11,4.63,90.0
0,Kyle Teel,CWS,33549,691019.0,23,412.0,356.0,257.0,100.0,0.242912,51.0,0.12392857142857143,1.0,4.0,0.352,0.102,0.075,0.278,0.26,0.235,0.049,91.0,56.0,17.0,1.0,16.0,164.0,0.254,0.352,0.445,0.797,51.0,46.0,10.5,8.2,2.0,C,5.07,4.8,92.0
0,Lenyn Sosa,CWS,22896,672820.0,25,438.0,415.0,319.0,98.0,0.2243,18.0,0.04144571428571429,1.0,3.0,0.34,0.091,0.071,0.273,0.261,0.274,0.03,108.0,69.0,20.0,2.0,18.0,187.0,0.261,0.296,0.447,0.743,49.0,57.0,4.5,2.9,2.0,"1B, 2B",4.88,5.2,97.0
0,Jose Caballero,NYY,23401,676609.0,28,329.0,290.0,203.0,88.0,0.2659,31.0,0.09285714285714286,1.0,8.0,0.302,0.06,0.056,0.236,0.259,0.281,0.108,61.0,41.0,12.0,1.0,8.0,118.0,0.211,0.304,0.338,0.642,37.0,36.0,33.2,26.5,7.0,"OF, 2B, 3B, SS",4.78,4.72,73.0
0,Zach McKinstry,DET,19392,656716.0,29,437.0,395.0,301.0,94.0,0.21589999999999998,37.0,0.08514285714285715,1.0,4.0,0.324,0.06,0.058,0.287,0.292,0.262,0.041,98.0,65.0,19.0,5.0,10.0,167.0,0.247,0.318,0.391,0.709,48.0,49.0,18.9,15.7,3.0,"3B, SS, OF",4.75,5.32,97.0
0,Ryan Jeffers,MIN,24618,680777.0,27,453.0,402.0,312.0,91.0,0.2011,42.0,0.09186285714285715,1.0,9.0,0.325,0.072,0.084,0.238,0.279,0.281,0.046,101.0,64.0,23.0,1.0,14.0,169.0,0.252,0.334,0.417,0.751,53.0,56.0,2.8,2.1,1.0,C,4.73,4.37,101.0
0,Trevor Story,BOS,12564,596115.0,32,433.0,402.0,282.0,121.0,0.27822800000000003,25.0,0.05771428571428571,1.0,5.0,0.342,0.097,0.068,0.235,0.282,0.288,0.031,96.0,59.0,22.0,1.0,15.0,175.0,0.24,0.292,0.412,0.704,53.0,61.0,14.3,12.0,2.0,SS,4.71,5.21,96.0
0,Logan O'Hoppe,LAA,24729,681351.0,25,383.0,354.0,243.0,113.0,0.2946,24.0,0.061751428571428575,1.0,4.0,0.351,0.12,0.07,0.254,0.265,0.253,0.038,85.0,51.0,15.0,1.0,18.0,157.0,0.241,0.294,0.442,0.736,47.0,52.0,4.1,2.2,2.0,C,4.41,4.23,85.0
0,Josh Jung,TEX,26299,673962.0,27,444.0,414.0,301.0,114.0,0.2565,26.0,0.05864,1.0,3.0,0.348,0.085,0.081,0.267,0.29,0.221,0.056,105.0,69.0,20.0,1.0,14.0,172.0,0.253,0.301,0.412,0.713,51.0,54.0,6.4,4.0,2.0,3B,4.29,4.75,99.0
0,J.T. Realmuto,,11739,592663.0,34,430.0,391.0,287.0,106.0,0.246,30.0,0.06885714285714287,1.0,8.0,0.341,0.09,0.069,0.256,0.326,0.221,0.037,98.0,63.0,20.0,2.0,13.0,162.0,0.25,0.314,0.407,0.721,49.0,53.0,6.2,4.4,2.0,C,4.23,4.14,96.0
0,Otto Lopez,MIA,19608,672640.0,26,483.0,445.0,370.0,76.0,0.1577,35.0,0.07175428571428573,1.0,2.0,0.312,0.068,0.062,0.244,0.369,0.214,0.042,115.0,79.0,23.0,1.0,12.0,186.0,0.259,0.315,0.4,0.715,55.0,56.0,16.6,12.3,4.0,"SS, 2B",4.17,4.91,107.0
0,Tommy Edman,LAD,19470,669242.0,29,448.0,414.0,336.0,78.0,0.1744,29.0,0.06371428571428571,1.0,4.0,0.309,0.05,0.061,0.267,0.329,0.248,0.045,104.0,70.0,21.0,2.0,11.0,168.0,0.252,0.306,0.392,0.698,53.0,54.0,8.4,7.1,1.0,"2B, OF",4.15,4.72,100.0
0,Ernie Clement,TOR,20352,676391.0,29,467.0,441.0,390.0,52.0,0.111,21.0,0.045714285714285714,1.0,4.0,0.295,0.037,0.054,0.259,0.266,0.333,0.051,115.0,82.0,22.0,1.0,10.0,175.0,0.261,0.3,0.383,0.684,53.0,54.0,9.2,7.4,2.0,"2B, 3B, SS",4.14,4.72,104.0
0,Dillon Dingler,DET,27464,693307.0,26,418.0,390.0,287.0,104.0,0.2492,20.0,0.04902285714285714,1.0,7.0,0.353,0.084,0.085,0.304,0.263,0.223,0.041,101.0,65.0,21.0,1.0,14.0,169.0,0.26,0.307,0.429,0.736,49.0,50.0,3.6,2.8,1.0,C,4.09,4.07,93.0
0,Brooks Lee,MIN,31595,686797.0,24,434.0,405.0,332.0,74.0,0.170684,27.0,0.061348571428571426,1.0,2.0,0.316,0.065,0.066,0.245,0.338,0.255,0.03,105.0,69.0,20.0,1.0,14.0,171.0,0.259,0.308,0.417,0.725,51.0,53.0,6.0,4.3,2.0,"2B, 3B, SS",4.08,4.65,96.0
0,Ryan O'Hearn,,16442,656811.0,31,432.0,385.0,308.0,79.0,0.1819,42.0,0.098,1.0,4.0,0.325,0.075,0.074,0.266,0.307,0.246,0.031,100.0,69.0,17.0,1.0,13.0,161.0,0.259,0.338,0.41,0.748,50.0,56.0,4.9,3.9,1.0,"1B, OF",4.05,4.7,96.0
0,Austin Wells,NYY,27562,669224.0,25,396.0,358.0,264.0,95.0,0.2398,32.0,0.08205714285714286,1.0,4.0,0.308,0.096,0.075,0.226,0.244,0.311,0.049,81.0,46.0,18.0,1.0,16.0,153.0,0.227,0.298,0.42,0.718,48.0,49.0,5.7,4.2,1.0,C,3.95,3.99,88.0
0,Victor Robles,SEA,18363,645302.0,27,355.0,318.0,251.0,68.0,0.1909,24.0,0.06825714285714285,1.0,12.0,0.29,0.045,0.055,0.228,0.283,0.268,0.122,73.0,51.0,14.0,1.0,7.0,125.0,0.229,0.306,0.343,0.649,41.0,36.0,20.9,18.5,2.0,OF,3.76,3.92,79.0
0,Evan Carter,TEX,27790,694497.0,22,350.0,307.0,230.0,78.0,0.22411999999999999,35.0,0.09956000000000001,1.0,7.0,0.309,0.069,0.06,0.227,0.328,0.259,0.057,71.0,44.0,15.0,2.0,10.0,128.0,0.231,0.322,0.388,0.71,40.0,41.0,16.3,12.5,4.0,OF,3.73,3.76,78.0
0,Cam Smith,HOU,35108,701358.0,22,368.0,328.0,231.0,98.0,0.26664,33.0,0.09047428571428572,1.0,5.0,0.346,0.078,0.077,0.245,0.357,0.198,0.045,80.0,51.0,16.0,1.0,12.0,136.0,0.243,0.322,0.407,0.729,43.0,42.0,5.3,4.1,1.0,OF,3.24,3.3,82.0
0,Triston Casas,BOS,22514,671213.0,25,366.0,320.0,226.0,95.0,0.26,43.0,0.11737142857142858,1.0,1.0,0.346,0.124,0.075,0.21,0.294,0.255,0.042,78.0,43.0,17.0,1.0,17.0,148.0,0.244,0.335,0.465,0.8,46.0,52.0,2.1,0.4,2.0,1B,3.14,4.1,81.0
0,Jacob Wilson,OAK,33266,805779.0,23,476.0,441.0,397.0,45.0,0.094,29.0,0.060028571428571424,1.0,5.0,0.318,0.032,0.035,0.268,0.396,0.215,0.054,126.0,94.0,23.0,1.0,8.0,180.0,0.286,0.337,0.4,0.737,56.0,59.0,7.1,5.3,2.0,SS,3.07,4.09,106.0
0,Jordan Lawlar,ARI,29976,691783.0,22,362.0,326.0,218.0,109.0,0.3007207207207207,28.0,0.07776061776061777,1.0,7.0,0.33,0.082,0.054,0.253,0.296,0.253,0.061,72.0,46.0,15.0,1.0,11.0,132.0,0.221,0.295,0.369,0.665,43.0,41.0,16.6,14.0,3.0,3B,3.0,4.25,80.0
0,Sal Stewart,CIN,31505,701398.0,21,410.0,380.0,278.0,103.0,0.25126436781609196,25.0,0.06098522167487685,1.0,5.0,0.31,0.06,0.04,0.25,0.35,0.25,0.05,86.0,59.0,15.0,1.0,11.0,145.0,0.226,0.281,0.361,0.642,45.0,48.0,12.2,10.1,2.0,1B,2.93,4.16,91.0
0,Carlos Narvaez,BOS,19722,665966.0,26,372.0,337.0,245.0,93.0,0.2506,33.0,0.08749142857142857,1.0,1.0,0.328,0.088,0.055,0.251,0.294,0.263,0.048,80.0,49.0,18.0,1.0,12.0,139.0,0.238,0.307,0.405,0.711,42.0,43.0,4.8,3.7,1.0,C,2.24,3.0,83.0
0,Tyler Stephenson,CIN,17988,663886.0,28,365.0,324.0,225.0,100.0,0.2752,35.0,0.09714285714285713,1.0,4.0,0.353,0.113,0.065,0.253,0.305,0.231,0.033,79.0,47.0,17.0,1.0,14.0,141.0,0.245,0.326,0.435,0.762,42.0,43.0,2.3,1.0,1.0,C,2.2,2.93,81.0
0,Jesus Sanchez,HOU,19913,660821.0,27,266.0,241.0,179.0,63.0,0.2374,22.0,0.08399428571428572,1.0,2.0,0.334,0.109,0.066,0.22,0.354,0.213,0.038,60.0,36.0,12.0,1.0,10.0,110.0,0.248,0.315,0.435,0.751,35.0,37.0,7.1,6.0,1.0,OF,2.08,2.69,59.0
0,Max Muncy,LAD,13301,571970.0,34,358.0,302.0,214.0,89.0,0.248492,49.0,0.1382857142857143,1.0,5.0,0.315,0.121,0.09,0.216,0.231,0.312,0.03,67.0,36.0,15.0,1.0,15.0,132.0,0.223,0.342,0.431,0.773,43.0,46.0,3.2,2.3,1.0,3B,2.0,3.38,80.0
0,Isaac Paredes,HOU,20036,670623.0,26,352.0,303.0,243.0,61.0,0.17400000000000002,40.0,0.11284571428571431,1.0,9.0,0.313,0.06,0.066,0.25,0.238,0.343,0.043,76.0,47.0,14.0,1.0,13.0,132.0,0.25,0.353,0.435,0.788,45.0,41.0,2.6,1.3,1.0,3B,1.71,3.21,78.0
0,Carson Kelly,CHC,13620,608348.0,30,344.0,305.0,241.0,65.0,0.1884,33.0,0.09714285714285714,1.0,4.0,0.304,0.084,0.06,0.228,0.297,0.283,0.047,74.0,47.0,14.0,1.0,12.0,126.0,0.241,0.323,0.408,0.731,39.0,41.0,2.5,1.9,1.0,C,1.51,2.55,76.0
0,Carter Jensen,KC,29478,695600.0,21,353.0,313.0,241.0,73.0,0.20608695652173914,37.0,0.10596273291925463,1.0,2.0,0.303,0.06,0.04,0.25,0.35,0.25,0.05,73.0,50.0,14.0,1.0,8.0,120.0,0.233,0.318,0.363,0.68,37.0,39.0,9.2,7.9,1.0,C,1.28,2.53,78.0
0,Otto Kemp,PHI,31792,805249.0,25,180.0,157.0,105.0,53.0,0.2928,14.0,0.08029142857142858,1.0,8.0,0.358,0.114,0.073,0.242,0.317,0.22,0.034,37.0,22.0,8.0,0.0,7.0,70.0,0.239,0.335,0.433,0.768,21.0,21.0,5.1,3.8,1.0,,1.0,1.0,40.0
0,Enrique Hernandez,,10472,571771.0,33,279.0,257.0,194.0,63.0,0.227516,19.0,0.06885714285714287,1.0,2.0,0.286,0.074,0.062,0.231,0.294,0.305,0.033,55.0,36.0,11.0,1.0,8.0,92.0,0.216,0.276,0.358,0.634,29.0,29.0,1.0,0.8,0.0,"1B, 3B, OF",1.0,0.82,62.0
0,Daniel Schneemann,CLE,25180,682177.0,28,162.0,145.0,100.0,46.0,0.2839,15.0,0.09457142857142857,0.0,1.0,0.315,0.098,0.056,0.233,0.328,0.24,0.045,31.0,19.0,7.0,0.0,6.0,58.0,0.216,0.293,0.385,0.678,18.0,18.0,3.6,2.8,1.0,,1.0,1.0,36.0
0,Jose Miranda,MIN,20538,669304.0,26,224.0,210.0,171.0,39.0,0.1738,11.0,0.04814857142857143,1.0,3.0,0.31,0.056,0.066,0.232,0.326,0.286,0.033,53.0,35.0,11.0,1.0,6.0,84.0,0.253,0.299,0.395,0.694,25.0,27.0,2.1,1.6,0.0,,1.0,1.0,50.0
0,Hyeseong Kim,LAD,35322,808975.0,26,270.0,252.0,178.0,75.0,0.27647058823529413,15.0,0.05495798319327731,0.0,3.0,0.318,0.036,0.07,0.281,0.379,0.189,0.045,57.0,41.0,10.0,1.0,5.0,97.0,0.224,0.275,0.326,0.6,33.0,29.0,16.7,15.8,1.0,2B,1.0,2.61,60.0
0,Heston Kjerstad,BAL,31166,677008.0,26,188.0,173.0,123.0,51.0,0.26959999999999995,11.0,0.056017142857142856,1.0,5.0,0.33,0.085,0.076,0.258,0.297,0.25,0.034,40.0,26.0,7.0,1.0,7.0,70.0,0.234,0.295,0.402,0.696,21.0,22.0,1.7,1.2,1.0,,1.0,1.0,42.0
0,Cam Devanney,PIT,25688,687478.0,27,165.0,150.0,104.0,47.0,0.28319916579770593,12.0,0.07242961418143899,0.0,3.0,0.318,0.094,0.069,0.227,0.307,0.259,0.044,33.0,21.0,7.0,0.0,5.0,56.0,0.22,0.289,0.37,0.659,18.0,16.0,2.9,1.9,1.0,,1.0,1.0,37.0
0,Chris Taylor,,13757,621035.0,34,178.0,159.0,101.0,58.0,0.32854400000000006,16.0,0.0902857142857143,0.0,2.0,0.337,0.08,0.062,0.242,0.268,0.283,0.064,34.0,22.0,7.0,1.0,4.0,58.0,0.214,0.295,0.353,0.648,18.0,18.0,3.1,2.4,1.0,,1.0,1.0,40.0
0,Heriberto Hernandez,MIA,24878,681715.0,25,285.0,250.0,179.0,72.0,0.2536,30.0,0.10412857142857143,1.0,4.0,0.36,0.105,0.074,0.256,0.283,0.246,0.036,64.0,40.0,14.0,1.0,10.0,114.0,0.257,0.345,0.441,0.786,33.0,35.0,5.8,4.6,1.0,OF,1.0,2.41,63.0
0,Griffin Conine,MIA,21626,665052.0,27,346.0,315.0,221.0,95.0,0.27485714285714286,26.0,0.07387755102040816,1.0,4.0,0.335,0.108,0.065,0.222,0.405,0.168,0.032,74.0,46.0,14.0,1.0,13.0,130.0,0.235,0.3,0.411,0.711,39.0,40.0,2.0,1.3,1.0,OF,1.0,2.64,77.0
0,Derek Hill,CWS,16947,656537.0,29,155.0,146.0,101.0,45.0,0.292,8.0,0.05085714285714286,0.0,1.0,0.326,0.075,0.066,0.24,0.336,0.188,0.094,33.0,22.0,6.0,0.0,4.0,56.0,0.225,0.271,0.361,0.632,17.0,17.0,5.7,4.6,1.0,,1.0,1.0,34.0
0,Troy Johnston,MIA,26143,687859.0,27,265.0,241.0,181.0,60.0,0.22793388429752068,18.0,0.06920897284533647,1.0,5.0,0.324,0.067,0.063,0.27,0.307,0.254,0.039,59.0,40.0,11.0,1.0,7.0,102.0,0.244,0.311,0.382,0.693,30.0,31.0,14.3,12.3,2.0,OF,1.0,2.49,59.0
0,Jerar Encarnacion,SF,21871,666464.0,27,184.0,174.0,126.0,48.0,0.2626666666666667,9.0,0.05102040816326531,1.0,0.0,0.332,0.099,0.093,0.229,0.395,0.164,0.02,42.0,25.0,9.0,1.0,7.0,74.0,0.241,0.279,0.417,0.696,22.0,24.0,2.3,1.8,0.0,,1.0,1.0,41.0
0,Eric Wagaman,MIA,23395,676572.0,27,202.0,189.0,149.0,41.0,0.2011,13.0,0.06213714285714286,1.0,0.0,0.313,0.069,0.081,0.233,0.323,0.262,0.032,46.0,30.0,10.0,1.0,6.0,77.0,0.246,0.294,0.397,0.691,23.0,24.0,3.5,2.7,1.0,,1.0,1.0,45.0
0,Endy Rodriguez,PIT,25332,682848.0,24,269.0,244.0,179.0,66.0,0.24432748538011698,22.0,0.08155388471177945,1.0,3.0,0.3,0.051,0.093,0.241,0.281,0.31,0.024,54.0,36.0,12.0,1.0,5.0,85.0,0.22,0.291,0.343,0.634,26.0,27.0,3.2,2.2,1.0,1B,1.0,0.39,60.0
0,Jhonkensy Noel,CLE,24257,678877.0,23,166.0,154.0,106.0,49.0,0.295904,9.0,0.054628571428571436,0.0,2.0,0.31,0.113,0.061,0.173,0.344,0.273,0.036,33.0,18.0,7.0,1.0,7.0,61.0,0.212,0.265,0.395,0.66,19.0,20.0,1.3,0.7,1.0,,1.0,1.0,37.0
0,Garrett Stubbs,PHI,18067,596117.0,31,172.0,155.0,111.0,44.0,0.2559358288770054,14.0,0.08337662337662338,0.0,3.0,0.269,0.024,0.047,0.219,0.279,0.305,0.126,30.0,22.0,6.0,1.0,2.0,45.0,0.193,0.273,0.28,0.553,14.0,14.0,3.0,2.5,0.0,,1.0,1.0,38.0
0,Blaine Crim,COL,25714,688760.0,27,207.0,187.0,123.0,65.0,0.31513513513513514,16.0,0.07776061776061777,0.0,3.0,0.34,0.074,0.069,0.253,0.297,0.266,0.041,42.0,27.0,8.0,1.0,6.0,70.0,0.222,0.294,0.366,0.661,21.0,24.0,2.7,2.0,1.0,,1.0,1.0,46.0
0,MJ Melendez,KC,22197,669004.0,26,237.0,216.0,154.0,62.0,0.26280000000000003,20.0,0.08224571428571427,1.0,1.0,0.316,0.095,0.079,0.221,0.297,0.285,0.023,49.0,28.0,11.0,1.0,8.0,90.0,0.225,0.293,0.404,0.698,27.0,28.0,8.5,5.9,3.0,,1.0,1.0,53.0
0,Ryan McMahon,NYY,15112,641857.0,30,466.0,410.0,273.0,139.0,0.2984,51.0,0.11,1.0,3.0,0.34,0.111,0.071,0.257,0.305,0.218,0.038,93.0,55.0,19.0,1.0,18.0,167.0,0.226,0.315,0.406,0.721,52.0,55.0,5.7,3.3,2.0,3B,1.0,4.9,104.0
0,Bo Naylor,CLE,21865,666310.0,25,421.0,377.0,266.0,111.0,0.26470000000000005,42.0,0.09883142857142857,1.0,1.0,0.303,0.09,0.076,0.206,0.243,0.34,0.045,81.0,44.0,18.0,1.0,17.0,156.0,0.215,0.294,0.406,0.7,48.0,49.0,6.8,4.8,2.0,C,1.0,4.1,94.0
0,Nick Gonzales,PIT,27490,693304.0,25,466.0,434.0,347.0,87.0,0.18769999999999998,26.0,0.05557142857142858,1.0,5.0,0.325,0.06,0.053,0.274,0.329,0.239,0.045,113.0,77.0,23.0,2.0,11.0,173.0,0.26,0.309,0.398,0.708,52.0,54.0,7.7,4.2,4.0,2B,1.0,4.41,104.0
0,Chase Meidroth,CWS,31580,805367.0,23,471.0,422.0,353.0,70.0,0.148412,43.0,0.09152857142857143,1.0,5.0,0.316,0.029,0.049,0.281,0.397,0.205,0.039,112.0,85.0,19.0,1.0,7.0,161.0,0.264,0.339,0.362,0.701,54.0,46.0,14.1,11.1,3.0,"2B, SS",1.0,4.54,105.0
0,Patrick Bailey,SF,27478,672275.0,25,433.0,397.0,286.0,113.0,0.2599,33.0,0.07587714285714285,1.0,2.0,0.312,0.06,0.064,0.265,0.286,0.283,0.042,89.0,61.0,18.0,1.0,9.0,139.0,0.224,0.286,0.343,0.629,44.0,43.0,3.4,3.3,0.0,C,1.0,2.42,96.0
0,Ke'Bryan Hayes,CIN,18577,663647.0,28,459.0,426.0,337.0,90.0,0.1961,29.0,0.06371428571428571,1.0,3.0,0.316,0.047,0.061,0.26,0.375,0.225,0.032,106.0,76.0,20.0,1.0,10.0,164.0,0.25,0.302,0.371,0.673,49.0,50.0,11.9,9.1,3.0,3B,1.0,4.53,102.0
0,Pedro Pages,STL,25782,686780.0,26,263.0,246.0,176.0,70.0,0.26680000000000004,15.0,0.056017142857142856,1.0,1.0,0.311,0.07,0.061,0.222,0.342,0.272,0.033,55.0,37.0,10.0,1.0,7.0,89.0,0.223,0.27,0.355,0.625,28.0,28.0,1.8,1.7,0.0,C,1.0,0.56,58.0
0,Brandon Marsh,PHI,20202,669016.0,27,402.0,361.0,249.0,113.0,0.2813,38.0,0.09448571428571428,1.0,2.0,0.377,0.088,0.08,0.289,0.286,0.225,0.032,94.0,60.0,19.0,3.0,13.0,163.0,0.26,0.333,0.431,0.764,50.0,49.0,11.6,9.5,2.0,OF,1.0,5.08,89.0
0,Davis Schneider,TOR,23565,676914.0,26,353.0,304.0,202.0,103.0,0.292,43.0,0.12246285714285716,1.0,5.0,0.311,0.122,0.061,0.212,0.218,0.355,0.033,63.0,35.0,14.0,1.0,13.0,121.0,0.207,0.314,0.388,0.701,39.0,39.0,5.2,4.1,1.0,"2B, OF",1.0,2.69,78.0
0,Cole Young,SEA,31680,702284.0,21,341.0,299.0,236.0,63.0,0.185312,35.0,0.10142857142857142,1.0,7.0,0.296,0.066,0.074,0.202,0.314,0.288,0.057,70.0,46.0,13.0,1.0,10.0,119.0,0.234,0.327,0.386,0.713,40.0,35.0,8.6,6.1,3.0,2B,1.0,2.65,76.0
0,Nick Fortes,TB,21538,663743.0,28,284.0,264.0,218.0,46.0,0.1617,14.0,0.05085714285714286,1.0,6.0,0.281,0.043,0.054,0.229,0.315,0.267,0.093,61.0,43.0,11.0,1.0,6.0,94.0,0.232,0.286,0.352,0.639,30.0,29.0,2.2,1.4,1.0,C,1.0,0.51,63.0
0,Kyle Isbel,KC,21614,664728.0,28,427.0,397.0,314.0,83.0,0.195,26.0,0.062,1.0,3.0,0.289,0.033,0.047,0.229,0.358,0.244,0.089,91.0,64.0,17.0,3.0,6.0,141.0,0.229,0.282,0.337,0.619,47.0,42.0,12.0,9.9,2.0,OF,1.0,1.0,95.0
0,Tyler O'Neill,BAL,15711,641933.0,29,384.0,339.0,228.0,113.0,0.29359999999999997,38.0,0.09971428571428571,1.0,5.0,0.333,0.154,0.065,0.196,0.232,0.3,0.053,76.0,41.0,16.0,1.0,19.0,153.0,0.224,0.311,0.44,0.751,48.0,54.0,4.2,3.8,0.0,OF,1.0,4.85,85.0
0,Luis Torrens,NYM,15905,620443.0,28,200.0,184.0,143.0,42.0,0.20750000000000002,13.0,0.06714285714285714,1.0,2.0,0.331,0.087,0.07,0.275,0.356,0.179,0.033,47.0,31.0,10.0,1.0,6.0,77.0,0.257,0.314,0.421,0.735,24.0,24.0,1.4,0.6,1.0,,1.0,1.0,44.0
