Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nolan Clenney",,0.0457,0.0524,0,4.68126,1,0,0,0,,1,4.401,1.0416,0.5586,0.52014,0.140333,0.4066,0.0267,0.047,0.7675,6.9075,3.6594,1.8876,1.263,0.174392,0.0923881,0.08200408518314362,0.26387,1.4482,0.296512,0.710694,0.423999,,4.78527,-0.00438314,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nolan Clenney","sa3015328",669639
"Alberto Baldonado",,0.0462,0.0518,0,4.60035,1,0,0,0,,1,4.437,0.9612,0.546,0.51115,0.142889,0.5198,0.0265,0.0371,0.939,8.451,4.6782,1.80646,1.286,0.211629,0.117151,0.09447825700044632,0.247726,1.481,0.292441,0.729924,0.363996,,4.78539,-0.00438452,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alberto Baldonado","11812",593604
"Trevor Richards","PHI",0.0467,0.0514,0,4.653,1,0,0,0,,1,4.369,0.9651,0.5498,0.517,0.163667,0.4413,0.027,0.0351,0.9422,8.4798,3.9717,2.13506,1.473,0.215656,0.101007,0.11464866250753403,0.247932,1.4064,0.287589,0.727618,0.34462,,4.8076,-0.00438872,-0.0442271,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trevor Richards","19309",670950
"Jose Betances",,0.0457,0.0523,0,4.67046,1,0,0,0,,1,4.45,0.9841,0.5567,0.51894,0.133778,0.5133,0.027,0.0476,0.8855,7.9695,4.6197,1.72511,1.204,0.198989,0.115348,0.08364046365022659,0.253041,1.4974,0.296298,0.718031,0.41101,,4.78595,-0.00439076,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Betances","sa3004867",677643
"Tyler Zuber","MIA",0.0442,0.0539,0,4.66443,1,0,0,0,,1,4.369,0.9941,0.5531,0.51827,0.148778,0.4215,0.0276,0.04,0.8583,7.7247,3.7935,2.0363,1.339,0.196452,0.0964752,0.09997710585594177,0.254408,1.4156,0.291448,0.714397,0.374455,,4.73715,-0.00440145,-0.0449574,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tyler Zuber","20379",676604
"Theo Denlinger",,0.0449,0.0532,0,4.87431,1,0,0,0,,1,4.435,1.0722,0.5813,0.54159,0.137556,0.4164,0.0269,0.0515,0.7477,6.7293,3.7476,1.79563,1.238,0.168591,0.0938895,0.07470124214887619,0.270273,1.4886,0.303274,0.700065,0.441448,,4.83166,-0.00440223,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Theo Denlinger","sa3016908",690281
"Logan VanWey","HOU",0.0468,0.0512,0,4.65741,1,0,0,0,,1,4.442,0.971,0.5558,0.51749,0.135556,0.5169,0.0265,0.055,0.9075,8.1675,4.6521,1.75566,1.22,0.2043,0.116367,0.08793337643146515,0.250898,1.4879,0.295519,0.718037,0.425188,,4.79806,-0.0044025,-0.0484365,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Logan VanWey","31884",701121
"Victor González",,0.0465,0.0516,0,4.48587,1,0,0,0,,1,4.466,1.0179,0.5403,0.49843,0.115556,0.5135,0.0286,0.0543,0.7765,6.9885,4.6215,1.51217,1.04,0.173869,0.11498,0.05888938158750534,0.26112,1.5314,0.300167,0.72363,0.470015,,4.78776,-0.00441112,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Victor Gonzalez","16408",624647
"Hugh Fisher",,0.0463,0.0517,0,4.53897,1,0,0,0,,1,4.46,0.9911,0.5435,0.50433,0.126111,0.5218,0.0271,0.0485,0.8482,7.6338,4.6962,1.62553,1.135,0.190179,0.116996,0.07318386435508728,0.254801,1.5129,0.296698,0.725412,0.427996,,4.78908,-0.00442599,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hugh Fisher","sa3017255",676114
"Reggie Lawson",,0.0458,0.0523,0,4.66398,1,0,0,0,,1,4.444,0.9808,0.5556,0.51822,0.135556,0.5099,0.027,0.0461,0.888,7.992,4.5891,1.74152,1.22,0.19982,0.114739,0.08508102595806122,0.252263,1.4907,0.295081,0.718798,0.404999,,4.78936,-0.00442911,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Reggie Lawson","sa917951",666156
"Amilcar Chirinos","HOU",0.0467,0.0513,0,4.67514,1,0,0,0,,1,4.413,1.0037,0.5582,0.51946,0.138889,0.4704,0.0268,0.0427,0.8376,7.5384,4.2336,1.78061,1.25,0.189803,0.106594,0.08320870250463486,0.257366,1.4741,0.295823,0.715739,0.430206,,4.80479,-0.00443419,-0.0484365,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Amilcar Chirinos","sa3017149",702847
"Mason Erla","LAA",0.0444,0.062,0.0224,4.84947,0.7056,0.0626,0,0,,1,4.416,1.0983,0.5807,0.53883,0.141222,0.3944,0.0186,0.0408,0.681,6.129,3.5496,1.72667,1.271,0.154212,0.0893116,0.06490035355091095,0.275899,1.4927,0.303009,0.704253,0.4699,,4.91463,-0.00443633,-0.0465905,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mason Erla","sa3017685",680451
"Michael Watson","STL",0.0467,0.0513,0,4.32495,1,0,0,0,,1,4.425,0.9609,0.5184,0.48055,0.123556,0.503,0.0268,0.0497,0.8732,7.8588,4.527,1.73598,1.112,0.197333,0.113672,0.08366100490093231,0.248147,1.4639,0.291195,0.732422,0.41072,,4.65306,-0.00443863,-0.04843,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Michael Watson","sa3025165",828594
"Walker Brockhouse",,0.0472,0.0573,0.0181,4.66434,0.7724,0.0484,0,0,,1,4.455,1.0221,0.5597,0.51826,0.124222,0.4993,0.0206,0.0453,0.7968,7.1712,4.4937,1.59583,1.118,0.178855,0.112076,0.06677890568971634,0.26138,1.5214,0.300356,0.713698,0.463989,,4.79023,-0.00443886,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Walker Brockhouse","sa3017105",700771
"Danny Watson","NYY",0.0472,0.0508,0,4.56795,1,0,0,0,,1,4.355,1.0243,0.5437,0.50755,0.159444,0.3457,0.0264,0.0504,0.7796,7.0164,3.1113,2.25513,1.435,0.179013,0.07938,0.0996326208114624,0.258733,1.37,0.28639,0.720541,0.395535,,4.83701,-0.00444183,-0.0499084,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Danny Watson","sa3017952",702130
"Seth Corry",,0.0463,0.0518,0,4.52682,1,0,0,0,,1,4.468,1.0166,0.5441,0.50298,0.119444,0.5025,0.0271,0.0595,0.7917,7.1253,4.5225,1.57552,1.075,0.177193,0.112466,0.06472694128751755,0.260266,1.5191,0.299566,0.721219,0.458999,,4.79051,-0.0044421,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Seth Corry","sa3004648",671288
"Nick Kuzia",,0.0457,0.0523,0,4.65984,1,0,0,0,,1,4.421,1.0266,0.5569,0.51776,0.134889,0.4412,0.0268,0.0509,0.7867,7.0803,3.9708,1.78309,1.214,0.177946,0.0997964,0.07814974337816238,0.261295,1.4678,0.296514,0.712222,0.431999,,4.79159,-0.00445422,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Kuzia","sa3004493",677362
"Diosmerky Taveras",,0.0458,0.0523,0,4.67046,1,0,0,0,,1,4.401,1.0163,0.556,0.51894,0.143333,0.4253,0.0267,0.0477,0.8127,7.3143,3.8277,1.91089,1.29,0.184663,0.0966371,0.08802543580532074,0.258732,1.4416,0.293734,0.713656,0.40299,,4.79207,-0.00445959,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Diosmerky Taveras","sa3004872",677676
"Antonio Knowles","LAD",0.0484,0.0497,0,4.77234,1,0,0,0,,1,4.437,1.0016,0.5686,0.53026,0.148556,0.4869,0.0269,0.0499,0.8492,7.6428,4.3821,1.7441,1.337,0.191391,0.109736,0.08165427297353745,0.256807,1.4885,0.293906,0.718379,0.425006,,4.97836,-0.00446157,-0.0461566,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Antonio Knowles","sa3017387",682087
"Shane Greene",,0.046,0.0521,0,4.64643,1,0,0,0,,1,4.39,0.9814,0.5507,0.51627,0.150778,0.4357,0.0254,0.0514,0.8821,7.9389,3.9213,2.02456,1.357,0.200934,0.0992483,0.10168565064668655,0.251454,1.4171,0.289413,0.718401,0.365993,,4.79235,-0.00446271,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shane Greene","10756",572888
"Edgar Sanchez","ATH",0.046,0.052,0,4.80636,1,0,0,0,,1,4.472,1.0223,0.5745,0.53404,0.131444,0.517,0.0271,0.0494,0.8028,7.2252,4.653,1.5528,1.183,0.179517,0.115608,0.06390875577926636,0.261752,1.5393,0.299815,0.711884,0.4484,,4.93751,-0.00446687,-0.0450515,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Edgar Sanchez","sa3011131",673747
"Ben Bowden","ATH",0.0469,0.0511,0,4.67757,1,0,0,0,,1,4.398,0.9837,0.5537,0.51973,0.157889,0.4539,0.0276,0.0359,0.8619,7.7571,4.0851,1.89888,1.421,0.195975,0.103206,0.09276944398880005,0.251702,1.4376,0.285905,0.72656,0.346417,,4.93329,-0.00447365,-0.0450611,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Bowden","20198",641386
"Chris Muller",,0.0445,0.0536,0,4.81032,1,0,0,0,,1,4.427,1.0266,0.5724,0.53448,0.150444,0.4545,0.0269,0.0408,0.8491,7.6419,4.0905,1.86821,1.354,0.1918,0.102665,0.08913484960794449,0.261108,1.4811,0.298809,0.715243,0.417299,,4.87861,-0.00447687,-0.0475098,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chris Muller","sa3006811",676726
"Bridger Holmes","LAA",0.0439,0.0541,0,4.72356,1,0,0,0,,1,4.47,0.9723,0.5633,0.52484,0.136111,0.5371,0.0271,0.0685,0.901,8.109,4.8339,1.67753,1.225,0.201566,0.120157,0.08140940219163895,0.251604,1.5094,0.295756,0.71737,0.424615,,4.91938,-0.00447889,-0.0465809,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bridger Holmes","sa3025189",822175
"Devin Conn",,0.0458,0.0523,0,4.66443,1,0,0,0,,1,4.429,0.9939,0.5557,0.51827,0.137889,0.4828,0.0269,0.044,0.8571,7.7139,4.3452,1.77527,1.241,0.19352,0.109009,0.0845111832022667,0.254702,1.4767,0.294444,0.717482,0.405994,,4.79389,-0.00448008,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Devin Conn","sa3007252",681958
"Jonathan Brand","TEX",0.0458,0.0522,0,4.66101,1,0,0,0,,1,4.396,1.0123,0.5552,0.51789,0.146444,0.4305,0.0267,0.0427,0.7955,7.1595,3.8745,1.84785,1.318,0.18096,0.0979299,0.08303003013134003,0.258055,1.4428,0.290472,0.717092,0.404854,,4.86751,-0.00449578,-0.0492908,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jonathan Brand","sa3020567",701213
"Taylor Lehman",,0.0468,0.0513,0,4.56759,1,0,0,0,,1,4.45,0.992,0.5475,0.50751,0.131778,0.5263,0.027,0.0425,0.8186,7.3674,4.7367,1.55539,1.186,0.183955,0.11827,0.06568538397550583,0.255591,1.5183,0.293509,0.727839,0.439972,,4.91745,-0.00449764,-0.0442271,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Taylor Lehman","sa3007834",656647
"Sam Selman",,0.046,0.052,0,4.65318,1,0,0,0,,1,4.376,1.0068,0.5501,0.51702,0.157333,0.3974,0.0264,0.0418,0.8513,7.6617,3.5766,2.14217,1.416,0.194538,0.0908135,0.1037248745560646,0.255741,1.4042,0.290102,0.721409,0.33998,,4.79547,-0.00449781,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sam Selman","13397",572125
"Leonardo Pestana",,0.0467,0.0545,0.0085,4.6134,0.8887,0.0237,0,0,,1,4.446,0.9786,0.5515,0.5126,0.130444,0.5137,0.0239,0.0524,0.8669,7.8021,4.6233,1.68756,1.174,0.194984,0.115542,0.07944219559431076,0.252223,1.4923,0.294237,0.718345,0.427,,4.79541,-0.00450731,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Leonardo Pestana","sa3005456",679758
"Jacob Wallace","ATL",0.0487,0.0532,0.0104,4.64958,0.8623,0.0293,0,0,,1,4.412,0.9987,0.5539,0.51662,0.138556,0.4641,0.0229,0.0423,0.8852,7.9668,4.1769,1.90735,1.247,0.200635,0.10519,0.09544423967599869,0.25571,1.4628,0.29847,0.716334,0.410036,,4.68516,-0.0045125,-0.0456951,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jacob Wallace","sa3010374",686608
"Phoenix Sanders",,0.0455,0.0525,0,4.72995,1,0,0,0,,1,4.38,1.0474,0.5619,0.52555,0.150333,0.3776,0.0261,0.038,0.7695,6.9255,3.3984,2.03787,1.353,0.175685,0.08621,0.0894748792052269,0.264201,1.425,0.294645,0.710643,0.391995,,4.79727,-0.00451805,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Phoenix Sanders","20541",676637
"Jake Faria",,0.0449,0.0531,0,4.88403,1,0,0,0,,1,4.419,1.0553,0.5801,0.54267,0.145556,0.4098,0.0253,0.0489,0.7804,7.0236,3.6882,1.90434,1.31,0.176601,0.0927359,0.08386512845754623,0.26647,1.4651,0.299816,0.701645,0.407995,,4.84266,-0.00452521,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Faria","13699",607188
"Kyle Whitten","TBR",0.045,0.0563,0.0085,4.79718,0.8862,0.0242,0,0,,1,4.408,1.0621,0.5728,0.53302,0.149,0.4106,0.0236,0.0361,0.765,6.885,3.6954,1.86313,1.341,0.173548,0.0931488,0.08039926737546921,0.268119,1.4727,0.299642,0.71189,0.443317,,4.88224,-0.00452691,-0.0475194,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kyle Whitten","sa3016936",671093
"Parker Dunshee",,0.0461,0.052,0,4.61727,1,0,0,0,,1,4.396,0.9901,0.5493,0.51303,0.145667,0.4317,0.0265,0.0553,0.8458,7.6122,3.8853,1.95923,1.311,0.192402,0.0982029,0.0941992700099945,0.253287,1.4218,0.289434,0.716417,0.391996,,4.7982,-0.00452854,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Parker Dunshee","20018",670161
"Jacob DeLabio",,0.0457,0.0523,0,4.67361,1,0,0,0,,1,4.446,0.991,0.5574,0.51929,0.134111,0.503,0.027,0.048,0.8666,7.7994,4.527,1.72286,1.207,0.194917,0.113135,0.08178136497735977,0.254429,1.494,0.296062,0.717017,0.415009,,4.79838,-0.00453054,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jacob DeLabio","sa3017011",700832
"Christian Herberholz","BAL",0.0468,0.0513,0,4.73364,1,0,0,0,,1,4.403,1.0477,0.5643,0.52596,0.145556,0.411,0.0267,0.0399,0.8012,7.2108,3.699,1.94939,1.31,0.181967,0.0933454,0.08862139284610748,0.2651,1.4587,0.30018,0.712713,0.42599,,4.77766,-0.00453125,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Christian Herberholz","sa3066289",815179
"Brody Rodning",,0.0483,0.0567,0.0203,4.55778,0.7543,0.0523,0,0,,1,4.402,1.0171,0.5445,0.50642,0.138889,0.4336,0.0199,0.0427,0.7855,7.0695,3.9024,1.81158,1.25,0.178442,0.0985007,0.07994093000888824,0.259088,1.4507,0.292609,0.72135,0.411983,,4.79859,-0.00453291,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brody Rodning","sa3004591",676697
"Trayson Kubo",,0.0455,0.0525,0,4.73832,1,0,0,0,,1,4.427,0.9937,0.5621,0.52648,0.145222,0.4776,0.0269,0.0395,0.8878,7.9902,4.2984,1.85888,1.307,0.200542,0.107883,0.09265867620706558,0.25415,1.4713,0.29493,0.717041,0.378995,,4.79873,-0.00453441,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trayson Kubo","sa3010314",687840
"Seth Elledge","ATH",0.0458,0.0523,0,4.90698,1,0,0,0,,1,4.384,1.0547,0.5805,0.54522,0.162556,0.3738,0.0261,0.0428,0.7772,6.9948,3.3642,2.07919,1.463,0.177281,0.0852646,0.09201642125844955,0.265842,1.4285,0.294666,0.706124,0.375541,,4.94376,-0.0045358,-0.0450515,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Seth Elledge","19766",676220
"Stephen Nogosek",,0.0457,0.0523,0,4.68414,1,0,0,0,,1,4.413,1.0054,0.5573,0.52046,0.144889,0.4441,0.0248,0.0465,0.8458,7.6122,3.9969,1.90453,1.304,0.191661,0.100634,0.09102651476860046,0.256323,1.4495,0.293518,0.715675,0.400007,,4.79889,-0.00453628,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Stephen Nogosek","19545",668665
"Zach Bryant",,0.0458,0.0522,0,4.65102,1,0,0,0,,1,4.399,1.0191,0.5545,0.51678,0.141889,0.4236,0.0267,0.0464,0.795,7.155,3.8124,1.87677,1.277,0.180723,0.0962946,0.08442828804254532,0.259379,1.4427,0.293175,0.713955,0.411017,,4.79969,-0.00454528,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zach Bryant","sa3011368",687926
"Dusten Knight",,0.0456,0.0524,0,4.70826,1,0,0,0,,1,4.374,1.0424,0.5598,0.52314,0.150333,0.3799,0.0272,0.0398,0.7743,6.9687,3.4191,2.03817,1.353,0.177023,0.0868541,0.09016916900873184,0.263612,1.4223,0.294444,0.711731,0.398996,,4.79997,-0.0045484,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dusten Knight","16537",643400
"Sam Ryan","MIN",0.0453,0.0569,0.0106,4.8528,0.8541,0.0311,0,0,,1,4.463,1.0731,0.58,0.5392,0.129556,0.4518,0.0229,0.0459,0.7445,6.7005,4.0662,1.64785,1.166,0.166816,0.101232,0.06558368355035782,0.270623,1.5249,0.305231,0.703301,0.452946,,4.82346,-0.00455713,-0.0473391,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sam Ryan","sa3010627",687857
"Ryan Boyer",,0.046,0.052,0,4.65336,1,0,0,0,,1,4.354,1.003,0.5506,0.51704,0.159111,0.368,0.0264,0.0528,0.8325,7.4925,3.312,2.26223,1.432,0.191203,0.08452,0.10668350756168365,0.255009,1.371,0.286882,0.714482,0.355006,,4.80098,-0.00455976,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Boyer","sa3018151",801682
"Travis Lakins Sr.",,0.0468,0.0513,0,4.77342,1,0,0,0,,1,4.382,1.0277,0.5654,0.53038,0.158,0.3953,0.0251,0.0426,0.8611,7.7499,3.5577,2.17835,1.422,0.196508,0.09021,0.10629849880933762,0.260566,1.423,0.297333,0.713596,0.380882,,4.78064,-0.00456486,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Travis Lakins Sr.","18600",664042
"Peter Strzelecki",,0.0456,0.0525,0,4.72059,1,0,0,0,,1,4.403,1.0252,0.561,0.52451,0.145111,0.4001,0.0278,0.0605,0.8009,7.2081,3.6009,2.00175,1.306,0.181899,0.0908699,0.0910288542509079,0.260045,1.4253,0.293717,0.7072,0.394006,,4.80158,-0.00456651,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Peter Strzelecki","21367",657265
"Marcelo Martinez",,0.0485,0.0586,0.0256,4.72725,0.6825,0.0675,0,0,,1,4.385,1.0492,0.5611,0.52525,0.148333,0.3759,0.0178,0.0435,0.7423,6.6807,3.3831,1.97473,1.335,0.169282,0.0857241,0.08355757594108582,0.264575,1.4251,0.292968,0.70969,0.371555,,4.83707,-0.00457165,-0.0449595,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marcelo Martinez","sa3005060",666502
"Taylor Broadway",,0.0462,0.0559,0.0108,4.7871,0.8574,0.0304,0,0,,1,4.386,1.041,0.5676,0.5319,0.153778,0.3888,0.0227,0.0383,0.8058,7.2522,3.4992,2.07253,1.384,0.183721,0.0886457,0.09507524222135544,0.262952,1.4298,0.295808,0.709915,0.383002,,4.80395,-0.00459311,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Taylor Broadway","sa3017205",699479
"Ricky Karcher",,0.0462,0.0519,0,4.57263,1,0,0,0,,1,4.505,0.9112,0.5464,0.50807,0.122,0.6513,0.0273,0.045,1.0028,9.0252,5.8617,1.53969,1.098,0.222597,0.144573,0.07802441716194153,0.239242,1.5625,0.29405,0.730114,0.413003,,4.80444,-0.0045986,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ricky Karcher","23449",676689
"Miguel Yajure",,0.0456,0.0563,0.01,4.80861,0.8648,0.0288,0,0,,1,4.41,1.1267,0.5767,0.53429,0.133667,0.3506,0.0242,0.0444,0.6271,5.6439,3.1554,1.78865,1.203,0.1422,0.0795011,0.06269840896129608,0.280623,1.4773,0.305151,0.698049,0.476985,,4.8036,-0.00459935,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Miguel Yajure","21111",664337
"Josh Sanders","TEX",0.0455,0.0526,0,4.7295,1,0,0,0,,1,4.407,1.0386,0.5636,0.5255,0.145,0.4166,0.0267,0.0459,0.765,6.885,3.7494,1.83629,1.305,0.173587,0.0945314,0.07905604690313339,0.263303,1.4552,0.29448,0.712027,0.416214,,4.87764,-0.00460852,-0.0492908,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Sanders","sa3067414",699560
"Jake Haberer",,0.0468,0.057,0.0157,4.7133,0.8005,0.0425,0,0,,1,4.432,1.0409,0.564,0.5237,0.132778,0.4429,0.0213,0.0516,0.769,6.921,3.9861,1.73628,1.195,0.173511,0.0999323,0.07357851415872574,0.264356,1.4838,0.299145,0.708677,0.447011,,4.80675,-0.00462458,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Haberer","sa3008514",683065
"Taylor Widener",,0.0457,0.0524,0,4.70385,1,0,0,0,,1,4.376,1.038,0.5577,0.52265,0.155222,0.3688,0.0581,0.0493,0.8002,7.2018,3.3192,2.16974,1.397,0.182861,0.0842779,0.0985831767320633,0.26226,1.4068,0.294016,0.713836,0.375997,,4.80693,-0.00462658,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Taylor Widener","19266",642203
"Cy Nielson","PIT",0.046,0.0571,0.014,4.60845,0.8211,0.0381,0,0,,1,4.484,1.0152,0.5522,0.51205,0.118667,0.5075,0.0221,0.0679,0.8108,7.2972,4.5675,1.59764,1.068,0.180821,0.11318,0.06764049828052521,0.259735,1.5227,0.300938,0.715409,0.440681,,4.7824,-0.00462776,-0.0442967,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cy Nielson","sa3020321",686951
"Eli Lingos",,0.046,0.052,0,4.60494,1,0,0,0,,1,4.417,1.0313,0.5497,0.51166,0.137778,0.4391,0.0268,0.0395,0.7772,6.9948,3.9519,1.76998,1.24,0.175957,0.0994114,0.07654516398906708,0.261858,1.4704,0.295533,0.720698,0.410993,,4.80765,-0.00463469,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eli Lingos","sa3006798",661526
"Zac Kristofak",,0.0434,0.0547,0,4.85379,1,0,0,0,,1,4.388,1.0584,0.5762,0.53931,0.158333,0.3849,0.0265,0.0401,0.7678,6.9102,3.4641,1.9948,1.425,0.174977,0.0877165,0.08726070076227188,0.26707,1.4433,0.29638,0.709787,0.401749,,4.93287,-0.00463834,-0.0465905,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zac Kristofak","27585",670219
"Adam Cimber",,0.0455,0.0526,0,4.71231,1,0,0,0,,1,4.405,1.0724,0.5632,0.52359,0.135111,0.368,0.0299,0.0708,0.7,6.3,3.312,1.90217,1.216,0.15891,0.0835414,0.07536889612674713,0.270385,1.4404,0.299349,0.701062,0.441007,,4.80798,-0.00463844,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Cimber","15288",643256
"Ben Hecht",,0.0456,0.0525,0,4.72383,1,0,0,0,,1,4.437,0.9857,0.5608,0.52487,0.142667,0.4876,0.0269,0.0485,0.8946,8.0514,4.3884,1.8347,1.284,0.201623,0.109894,0.09172865003347397,0.252685,1.4733,0.294393,0.716492,0.383994,,4.8089,-0.00464881,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Hecht","sa738501",643357
"Joshua Cornielly","NYM",0.0489,0.052,0.0079,4.45626,0.9011,0.0211,0,0,,1,4.345,0.9606,0.5293,0.49514,0.152222,0.404,0.0236,0.0491,0.8649,7.7841,3.636,2.14084,1.37,0.199056,0.0929804,0.1060759574174881,0.24682,1.3646,0.281197,0.725409,0.3636,,4.74353,-0.0046503,-0.0496114,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joshua Cornielly","sa3005890",681739
