,BatterName,batter,GB%,FB%,LD%,Brl%,SweetSpot%,AirPull%,Chase%,Z-Swing%,Contact%,Z-Contact%,la_median,la_std,EV90,xwOBACON,xwOBA,Team,PA,AB,H,R,HR,RBI,SB,CS,AVG,OBP,SLG,SBAtt%,K%,BB%,RotoValue,RV_per600,fHitTool,fDiscipline,fPower,fSpeed,fDurability,Year
78,Brady House,691781,0.463,0.239,0.277,0.043,0.383,0.096,0.369,0.756,0.691,0.768,9.0,27.922219797189275,105.7,0.389218085106383,0.287492700729927,WSH,274.0,261.0,61.0,26.0,4.0,29.0,5.0,3.0,0.234,0.252,0.322,0.148,0.285,0.029,-1.45,-3.18,106.0,83.0,82.0,97.0,114.0,2024-2025
79,Brandon Crawford,543063,0.422,0.2,0.333,0.067,0.378,0.222,0.29,0.723,0.642,0.758,14.0,26.426226642210093,102.38,0.35053333333333336,0.2761774,STL,80.0,71.0,12.0,5.0,1.0,4.0,0.0,0.0,0.169,0.262,0.282,0.0,0.325,0.1,-3.06,-22.95,,,,,,2024-2025
80,Brandon Drury,592273,0.567,0.186,0.19,0.036,0.267,0.073,0.265,0.662,0.756,0.817,4.0,30.787098964089918,104.96000000000001,0.28721862348178134,0.2595665555555556,LAA,360.0,325.0,55.0,28.0,4.0,15.0,1.0,0.0,0.169,0.242,0.228,0.013,0.225,0.075,-3.49,-5.82,94.0,94.0,98.0,90.0,88.0,2024-2025
81,Brandon Lockridge,663604,0.577,0.207,0.189,0.036,0.261,0.063,0.343,0.683,0.751,0.833,0.0,30.710809308023915,101.9,0.32480555555555557,0.2637069426751592,MIL,157.0,146.0,33.0,21.0,1.0,12.0,12.0,1.0,0.226,0.268,0.308,0.394,0.255,0.051,-1.52,-5.82,,,,,105.0,2024-2025
82,Brandon Lowe,664040,0.372,0.305,0.26,0.127,0.404,0.189,0.315,0.786,0.669,0.764,16.0,27.849488012615993,106.4,0.44395931142410017,0.34496134256410255,TB,978.0,892.0,224.0,135.0,52.0,141.0,8.0,3.0,0.251,0.309,0.475,0.053,0.267,0.073,6.44,3.95,101.0,94.0,125.0,94.0,116.0,2024-2025
83,Brandon Marsh,669016,0.405,0.273,0.282,0.092,0.421,0.143,0.261,0.635,0.746,0.861,13.5,24.739456469138794,104.35,0.43487453874538745,0.33300825027932957,PHI,896.0,797.0,209.0,114.0,27.0,103.0,26.0,4.0,0.262,0.334,0.429,0.133,0.295,0.098,5.73,3.84,117.0,99.0,99.0,100.0,120.0,2024-2025
84,Brandon Nimmo,607043,0.445,0.253,0.24,0.09,0.329,0.116,0.242,0.659,0.764,0.837,11.5,28.13562205303174,106.1,0.38679171461449946,0.33358141418764303,NYM,1314.0,1158.0,282.0,169.0,48.0,182.0,28.0,1.0,0.244,0.326,0.418,0.089,0.228,0.097,8.68,3.96,99.0,98.0,104.0,101.0,124.0,2024-2025
85,Braxton Fulford,690924,0.347,0.36,0.227,0.053,0.32,0.187,0.275,0.691,0.694,0.795,21.0,29.751020877328617,104.68,0.3392266666666667,0.26490531666666667,COL,120.0,108.0,23.0,11.0,1.0,16.0,1.0,0.0,0.213,0.267,0.324,0.042,0.3,0.058,-2.51,-12.54,,,,,95.0,2024-2025
86,Brayan Rocchio,677587,0.465,0.248,0.236,0.036,0.365,0.146,0.304,0.694,0.759,0.831,11.0,29.724969375052776,101.5,0.3093368421052632,0.28529142787286066,CLE,819.0,727.0,159.0,84.0,13.0,80.0,18.0,10.0,0.219,0.294,0.327,0.147,0.204,0.081,1.03,0.76,101.0,97.0,81.0,98.0,125.0,2024-2025
87,Brendan Donovan,680977,0.426,0.226,0.276,0.069,0.396,0.14,0.243,0.626,0.856,0.914,13.0,27.214087098187303,103.0,0.3593325991189427,0.34500639070567984,STL,1165.0,1047.0,295.0,129.0,24.0,123.0,8.0,8.0,0.282,0.347,0.419,0.051,0.127,0.076,6.63,3.41,107.0,111.0,86.0,92.0,115.0,2024-2025
88,Brendan Rodgers,663898,0.541,0.192,0.235,0.07,0.348,0.102,0.289,0.681,0.72,0.834,5.5,25.743556026433854,105.7,0.3761768707482993,0.29804174135338346,HOU,666.0,616.0,156.0,79.0,15.0,65.0,1.0,1.0,0.253,0.305,0.383,0.013,0.267,0.063,1.15,1.04,107.0,93.0,90.0,82.0,85.0,2024-2025
89,Brent Rooker,667670,0.356,0.32,0.248,0.15,0.401,0.204,0.287,0.739,0.676,0.792,17.5,25.698112038762535,107.25,0.46783687943262414,0.3716090214888718,ATH,1312.0,1172.0,324.0,174.0,69.0,201.0,17.0,4.0,0.276,0.349,0.517,0.066,0.253,0.095,12.18,5.57,103.0,98.0,118.0,86.0,128.0,2024-2025
90,Brenton Doyle,686668,0.433,0.276,0.245,0.106,0.362,0.157,0.301,0.728,0.702,0.817,12.0,29.378518003125446,105.8,0.3989960784313726,0.3173655873015873,COL,1135.0,1044.0,257.0,139.0,38.0,129.0,48.0,8.0,0.246,0.296,0.412,0.229,0.256,0.067,8.15,4.31,101.0,92.0,96.0,118.0,121.0,2024-2025
91,Brett Baty,683146,0.52,0.218,0.22,0.108,0.32,0.128,0.269,0.671,0.731,0.809,6.0,28.170386408888056,106.9,0.40025563909774436,0.32578110499999996,NYM,601.0,546.0,135.0,68.0,22.0,66.0,8.0,0.0,0.247,0.311,0.405,0.054,0.25,0.082,1.64,1.64,100.0,95.0,111.0,94.0,116.0,2024-2025
92,Brett Harris,695391,0.459,0.256,0.195,0.045,0.278,0.158,0.207,0.623,0.758,0.825,13.0,34.61367692418553,104.19999999999999,0.2875151515151515,0.2798011699029126,ATH,206.0,176.0,35.0,26.0,3.0,17.0,1.0,3.0,0.199,0.306,0.295,0.077,0.223,0.117,-2.41,-7.01,,,,93.0,96.0,2024-2025
93,Brett Sullivan,664954,0.25,0.375,0.062,0.125,0.25,0.25,0.439,0.75,0.784,0.788,34.5,36.837480912787726,99.1,0.2705,0.248115,PIT,26.0,22.0,4.0,2.0,1.0,4.0,0.0,0.0,0.182,0.269,0.318,0.0,0.269,0.077,-2.84,-65.55,,,,,95.0,2024-2025
94,Brett Wisely,689172,0.402,0.342,0.184,0.056,0.308,0.128,0.309,0.667,0.778,0.861,15.5,30.059808875093186,101.34,0.3042260869565217,0.2580434561933535,ATL,331.0,306.0,70.0,30.0,5.0,41.0,4.0,4.0,0.229,0.278,0.34,0.116,0.239,0.06,-1.3,-2.36,,,,101.0,112.0,2024-2025
95,Brewer Hicklen,676551,0.667,0.0,0.333,0.333,0.333,0.0,0.32,0.773,0.56,0.529,3.0,23.15887159024233,104.42,0.36600000000000005,0.19977777777777778,DET,9.0,8.0,2.0,2.0,0.0,0.0,2.0,0.0,0.25,0.333,0.25,0.667,0.556,0.111,-2.73,-181.92,,,,,102.0,2024-2025
96,Brian Anderson,605119,0.333,0.0,0.667,0.333,0.667,0.667,0.0,0.538,0.714,0.714,10.0,11.0,105.04,0.8006666666666667,0.48040000000000005,ATL,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,0.0,-3.0,-360.47,,,,,,2024-2025
97,Brian Navarreto,640459,0.583,0.333,0.0,0.25,0.25,0.0,0.4,0.667,0.75,0.833,3.0,27.362327563585843,104.23,0.4555,0.3644,MIA,15.0,14.0,4.0,3.0,1.0,5.0,0.0,0.0,0.286,0.267,0.643,0.0,0.2,0.0,-2.67,-106.69,,,,,78.0,2024-2025
98,Brian Serven,661531,0.333,0.19,0.286,0.024,0.357,0.143,0.312,0.632,0.764,0.821,19.5,33.7494784232937,99.75999999999999,0.28924390243902437,0.2399912,TOR,70.0,63.0,10.0,6.0,0.0,3.0,0.0,0.0,0.159,0.243,0.222,0.0,0.314,0.071,-3.12,-26.76,,,,89.0,85.0,2024-2025
99,Brice Matthews,694728,0.417,0.375,0.125,0.25,0.417,0.25,0.318,0.67,0.494,0.557,26.0,36.82026458430155,105.53999999999999,0.5362272727272728,0.3093331111111111,HOU,45.0,42.0,7.0,6.0,4.0,9.0,1.0,0.0,0.167,0.222,0.452,0.167,0.444,0.044,-2.55,-33.93,,,,,108.0,2024-2025
100,Brice Turang,668930,0.504,0.216,0.248,0.051,0.353,0.055,0.259,0.636,0.826,0.876,8.0,27.989441128183184,102.5,0.36235267857142855,0.32095885082872927,MIL,1271.0,1143.0,310.0,169.0,25.0,138.0,74.0,14.0,0.271,0.338,0.393,0.254,0.201,0.091,12.04,5.68,114.0,102.0,86.0,123.0,125.0,2024-2025
101,Brooks Baldwin,681460,0.375,0.299,0.227,0.092,0.375,0.145,0.339,0.741,0.753,0.815,17.5,29.747242907028237,104.0,0.38252173913043475,0.30179502252252255,CWS,444.0,414.0,96.0,41.0,13.0,46.0,9.0,0.0,0.232,0.279,0.382,0.101,0.264,0.061,-0.17,-0.23,106.0,95.0,103.0,108.0,114.0,2024-2025
102,Brooks Lee,686797,0.435,0.28,0.216,0.053,0.331,0.144,0.327,0.683,0.769,0.884,12.0,29.07223893525896,101.24000000000001,0.3183729433272395,0.2887917225352113,MIN,712.0,659.0,153.0,59.0,19.0,91.0,5.0,2.0,0.232,0.279,0.357,0.045,0.167,0.059,0.88,0.74,98.0,99.0,91.0,89.0,118.0,2024-2025
103,Bryan De La Cruz,650559,0.411,0.301,0.246,0.092,0.373,0.134,0.326,0.749,0.696,0.776,14.0,26.801860479298934,103.79,0.3921517857142857,0.29782772537313434,ATL,671.0,631.0,145.0,62.0,21.0,68.0,6.0,2.0,0.23,0.268,0.371,0.06,0.28,0.048,0.63,0.56,104.0,92.0,94.0,95.0,116.0,2024-2025
104,Bryan Ramos,682868,0.43,0.256,0.256,0.07,0.395,0.174,0.265,0.624,0.702,0.801,14.5,24.492786285503733,103.55000000000001,0.3309186046511628,0.28032773109243697,CWS,119.0,111.0,22.0,14.0,3.0,13.0,0.0,2.0,0.198,0.244,0.333,0.1,0.218,0.059,-2.58,-13.03,,,,,107.0,2024-2025
105,Bryan Reynolds,668804,0.466,0.252,0.265,0.098,0.393,0.134,0.281,0.737,0.706,0.809,11.0,25.786936104113384,105.8,0.4292009029345372,0.3498780953800298,PIT,1346.0,1209.0,316.0,141.0,40.0,161.0,13.0,4.0,0.261,0.332,0.427,0.051,0.244,0.085,7.58,3.38,110.0,96.0,97.0,98.0,128.0,2024-2025
106,Bryce Eldridge,805811,0.438,0.5,0.062,0.25,0.25,0.125,0.172,0.685,0.646,0.74,20.0,26.336286754210434,107.15,0.534625,0.3831691891891892,SF,37.0,28.0,3.0,1.0,0.0,4.0,0.0,0.0,0.107,0.297,0.179,0.0,0.351,0.189,-3.09,-50.13,,,,,102.0,2024-2025
107,Bryce Harper,547180,0.41,0.294,0.263,0.114,0.378,0.134,0.345,0.785,0.714,0.831,14.0,26.17268881575153,107.2,0.43007779171894606,0.36785516848281646,PHI,1210.0,1051.0,287.0,157.0,57.0,162.0,19.0,6.0,0.273,0.364,0.506,0.081,0.214,0.121,10.06,4.99,112.0,106.0,118.0,90.0,116.0,2024-2025
108,Bryce Johnson,669369,0.535,0.14,0.307,0.026,0.421,0.114,0.279,0.708,0.779,0.876,9.0,28.006968991009074,100.97,0.3580277777777778,0.31200303973509935,SD,149.0,137.0,38.0,18.0,1.0,12.0,5.0,2.0,0.277,0.336,0.343,0.163,0.208,0.067,-1.61,-6.47,,,,108.0,106.0,2024-2025
109,Bryce Teodosio,669326,0.485,0.218,0.218,0.04,0.248,0.079,0.385,0.824,0.616,0.693,8.0,33.31139608168488,100.9,0.29005,0.2198639751552795,LAA,161.0,150.0,29.0,13.0,1.0,7.0,7.0,1.0,0.193,0.236,0.287,0.286,0.323,0.031,-2.49,-9.28,,,,143.0,89.0,2024-2025
110,Bryson Stott,681082,0.421,0.275,0.237,0.043,0.37,0.109,0.259,0.574,0.832,0.87,15.0,28.184887350631136,102.05,0.33076378896882497,0.3122029893428064,PHI,1129.0,1005.0,252.0,131.0,24.0,123.0,56.0,8.0,0.251,0.322,0.373,0.218,0.163,0.095,7.98,4.24,99.0,108.0,84.0,121.0,125.0,2024-2025
111,Bubba Thompson,669352,0.571,0.143,0.286,0.143,0.286,0.0,0.425,0.73,0.455,0.556,-17.0,33.20570805778801,100.92,0.4828571428571428,0.18777777777777777,CIN,18.0,18.0,2.0,5.0,0.0,0.0,5.0,0.0,0.111,0.111,0.167,5.0,0.611,0.0,-2.62,-87.26,,,,,,2024-2025
112,Buddy Kennedy,671083,0.361,0.333,0.25,0.083,0.444,0.278,0.22,0.61,0.782,0.831,19.0,25.1362004174969,101.85,0.33911111111111114,0.2953705172413793,LAD,58.0,50.0,6.0,5.0,1.0,7.0,1.0,0.0,0.12,0.224,0.22,0.1,0.259,0.103,-2.99,-30.92,,,,92.0,107.0,2024-2025
113,Byron Buxton,621439,0.334,0.333,0.242,0.157,0.364,0.257,0.308,0.75,0.683,0.787,20.0,28.866477621137157,107.77000000000001,0.46298841059602647,0.358366329004329,MIN,930.0,843.0,228.0,159.0,53.0,139.0,31.0,2.0,0.27,0.33,0.54,0.168,0.266,0.066,9.72,6.27,102.0,92.0,140.0,130.0,110.0,2024-2025
114,C.J. Abrams,682928,0.404,0.281,0.233,0.073,0.352,0.172,0.34,0.689,0.755,0.823,16.0,30.311182671454514,103.84,0.36540799999999996,0.31882850852965067,WSH,1235.0,1121.0,281.0,171.0,39.0,125.0,62.0,15.0,0.251,0.314,0.432,0.281,0.205,0.062,10.18,4.94,98.0,97.0,102.0,118.0,122.0,2024-2025
115,C.J. Kayfus,692216,0.391,0.322,0.276,0.092,0.425,0.172,0.294,0.752,0.643,0.763,17.0,22.515502990156794,104.53999999999999,0.4246279069767442,0.3333125109489051,CLE,137.0,123.0,27.0,16.0,4.0,19.0,4.0,0.0,0.22,0.292,0.415,0.16,0.277,0.08,-1.92,-8.43,,,,,112.0,2024-2025
116,C.J. Stubbs,667690,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.667,1.0,1.0,48.0,33.8673884437522,98.94,0.08966666666666667,0.08966666666666667,WSH,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.97,-594.0,,,,,89.0,2024-2025
117,CJ Alexander,680769,0.214,0.286,0.357,0.071,0.357,0.429,0.48,0.689,0.527,0.645,22.5,27.585332143197938,96.38000000000001,0.33314285714285713,0.18655999999999998,ATH,25.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.44,0.0,-3.07,-73.56,,,,,107.0,2024-2025
118,Cade Marlowe,687799,0.571,0.286,0.143,0.0,0.286,0.143,0.316,0.8,0.722,0.833,12.0,27.34349404642111,89.8,0.32342857142857145,0.3293333333333333,SEA,9.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.25,0.333,0.25,0.0,0.111,0.111,-2.9,-193.14,,,,,86.0,2024-2025
119,Cal Raleigh,663728,0.283,0.394,0.203,0.175,0.366,0.28,0.322,0.745,0.687,0.777,25.0,28.848769264577022,106.8,0.4675679796696315,0.366620150152439,SEA,1333.0,1142.0,266.0,183.0,94.0,224.0,20.0,5.0,0.233,0.336,0.515,0.08,0.273,0.125,11.04,4.97,101.0,103.0,156.0,81.0,128.0,2024-2025
120,Cal Stevenson,670276,0.423,0.346,0.231,0.077,0.346,0.115,0.228,0.529,0.84,0.865,15.0,28.511293309035395,98.55000000000001,0.2919230769230769,0.27685714285714286,PHI,35.0,32.0,8.0,2.0,0.0,7.0,0.0,0.0,0.25,0.314,0.344,0.0,0.171,0.086,-2.74,-46.9,,,,,,2024-2025
121,Caleb Durbin,702332,0.438,0.229,0.224,0.04,0.313,0.162,0.247,0.611,0.87,0.913,13.0,31.85425465746115,100.6,0.3024736842105263,0.31618294831013916,MIL,503.0,445.0,114.0,60.0,11.0,53.0,18.0,6.0,0.256,0.334,0.387,0.182,0.099,0.06,1.59,1.89,92.0,114.0,90.0,120.0,117.0,2024-2025
122,Cam Devanney,687478,0.2,0.467,0.267,0.067,0.333,0.4,0.253,0.747,0.548,0.6,33.0,15.977066898109511,101.44,0.358,0.1781578947368421,PIT,38.0,36.0,5.0,1.0,0.0,1.0,0.0,1.0,0.139,0.184,0.167,0.167,0.553,0.053,-3.14,-49.64,,,,,111.0,2024-2025
123,Cam Smith,701358,0.451,0.229,0.275,0.069,0.356,0.105,0.296,0.659,0.713,0.816,10.0,26.87866869499652,105.65,0.38545424836601305,0.31056774442190666,HOU,493.0,441.0,104.0,55.0,9.0,51.0,8.0,1.0,0.236,0.312,0.358,0.074,0.278,0.087,-0.03,-0.04,104.0,97.0,86.0,102.0,119.0,2024-2025
124,Carlos Correa,621043,0.467,0.204,0.274,0.077,0.354,0.14,0.275,0.649,0.784,0.861,10.0,28.93927261351796,107.1,0.39295050946142646,0.34835249260042284,HOU,950.0,856.0,247.0,118.0,27.0,106.0,0.0,0.0,0.289,0.354,0.445,0.0,0.183,0.089,5.6,3.53,103.0,102.0,93.0,79.0,121.0,2024-2025
125,Carlos Cortes,666126,0.395,0.263,0.276,0.092,0.408,0.105,0.311,0.673,0.786,0.807,13.5,26.849401313198644,104.05,0.3990921052631579,0.32758585858585854,ATH,99.0,94.0,29.0,11.0,4.0,14.0,0.0,0.0,0.309,0.323,0.543,0.0,0.202,0.03,-1.78,-10.81,,,,,105.0,2024-2025
126,Carlos Narvaez,665966,0.449,0.277,0.211,0.089,0.304,0.132,0.293,0.671,0.72,0.799,12.0,28.836972809375986,106.14,0.3641926910299003,0.30140615904139434,BOS,459.0,416.0,100.0,51.0,15.0,50.0,1.0,1.0,0.24,0.307,0.413,0.02,0.255,0.087,-0.16,-0.2,99.0,98.0,101.0,77.0,106.0,2024-2025
127,Carlos Santana,467793,0.391,0.277,0.221,0.062,0.323,0.203,0.24,0.654,0.763,0.84,16.0,30.95448376048349,103.78999999999999,0.3311994680851064,0.3145226710526316,CHC,1068.0,936.0,215.0,112.0,34.0,125.0,11.0,0.0,0.23,0.319,0.378,0.041,0.178,0.11,3.5,1.97,93.0,106.0,94.0,84.0,119.0,2024-2025
128,Carson Kelly,608348,0.417,0.292,0.212,0.081,0.337,0.169,0.23,0.67,0.785,0.86,14.5,28.805191705939887,103.41000000000001,0.34963846153846156,0.32329989373297,CHC,734.0,650.0,159.0,80.0,26.0,87.0,2.0,0.0,0.245,0.324,0.405,0.011,0.184,0.095,1.99,1.62,99.0,104.0,105.0,73.0,103.0,2024-2025
129,Carson McCusker,676812,0.385,0.385,0.154,0.077,0.154,0.154,0.347,0.607,0.483,0.618,22.0,33.99396628211753,102.38,0.438,0.21313333333333334,MIN,30.0,29.0,4.0,0.0,0.0,1.0,0.0,1.0,0.138,0.167,0.138,0.2,0.533,0.033,-3.11,-62.28,,,,,109.0,2024-2025
130,Carson Williams,700246,0.589,0.25,0.125,0.089,0.304,0.143,0.291,0.693,0.617,0.701,7.0,26.47468773959555,103.30000000000001,0.3810181818181818,0.24188461538461536,TB,105.0,99.0,17.0,11.0,5.0,12.0,2.0,1.0,0.172,0.219,0.354,0.2,0.419,0.057,-2.53,-14.46,,,,,117.0,2024-2025
131,Carter Jensen,695600,0.458,0.167,0.333,0.208,0.438,0.229,0.245,0.739,0.754,0.848,10.0,24.781277249723423,108.1,0.5304375,0.4603043478260869,KC,69.0,60.0,18.0,12.0,3.0,13.0,0.0,0.0,0.3,0.391,0.55,0.0,0.174,0.13,-2.03,-17.69,,,,,115.0,2024-2025
132,Carter Kieboom,666198,0.429,0.429,0.143,0.0,0.143,0.0,0.375,0.824,0.8,0.857,11.0,30.881493918958434,98.44,0.2641428571428571,0.231125,LAA,8.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.125,0.0,-2.9,-217.27,,,,95.0,95.0,2024-2025
133,Casey Schmitt,669477,0.345,0.304,0.275,0.089,0.383,0.231,0.327,0.714,0.744,0.861,19.0,26.907318846636624,105.05,0.39692063492063495,0.32759388888888885,SF,460.0,419.0,101.0,45.0,18.0,56.0,0.0,0.0,0.241,0.3,0.42,0.0,0.235,0.067,-0.02,-0.03,107.0,96.0,103.0,89.0,106.0,2024-2025
134,Cavan Biggio,624415,0.339,0.327,0.226,0.03,0.381,0.202,0.18,0.555,0.758,0.837,21.0,28.522146333680737,99.36,0.307,0.26877508666666666,KC,301.0,257.0,49.0,36.0,6.0,23.0,3.0,0.0,0.191,0.309,0.288,0.038,0.309,0.116,-2.17,-4.33,94.0,103.0,,93.0,107.0,2024-2025
135,Ceddanne Rafaela,678882,0.433,0.262,0.221,0.084,0.349,0.144,0.443,0.77,0.701,0.789,14.5,30.333782916718448,103.1,0.360360338573156,0.29361507378472224,BOS,1153.0,1090.0,269.0,154.0,31.0,138.0,39.0,15.0,0.247,0.284,0.401,0.235,0.232,0.037,7.59,3.95,104.0,96.0,97.0,132.0,126.0,2024-2025
136,Cedric Mullins II,656775,0.338,0.298,0.231,0.055,0.343,0.208,0.273,0.712,0.789,0.848,21.0,30.209675658955657,102.47000000000001,0.32570104633781766,0.2918816231003039,NYM,987.0,879.0,198.0,127.0,35.0,113.0,54.0,10.0,0.225,0.302,0.398,0.291,0.221,0.092,6.58,4.0,98.0,101.0,106.0,120.0,120.0,2024-2025
137,Cesar Prieto,693409,1.0,0.0,0.0,0.0,0.0,0.0,0.688,0.556,0.5,0.8,0.0,,0.0,0.0,0.0,STL,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,0.0,0.833,0.0,-2.95,-295.13,,,,,115.0,2024-2025
138,Cesar Salazar,663967,0.394,0.212,0.364,0.0,0.455,0.212,0.295,0.741,0.759,0.817,16.0,24.505951658049653,95.25999999999999,0.32515625,0.326997744680851,HOU,47.0,38.0,11.0,5.0,0.0,9.0,0.0,0.0,0.289,0.383,0.342,0.0,0.17,0.085,-2.54,-32.38,,,,,85.0,2024-2025
139,Chad Stevens,677060,0.857,0.143,0.0,0.0,0.429,0.0,0.31,0.808,0.733,0.81,-4.0,14.04414807804643,93.18,0.36716666666666664,0.16946153846153844,LAA,13.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,0.154,0.154,0.154,0.5,0.538,0.0,-2.98,-137.62,,,,,107.0,2024-2025
140,Chadwick Tromp,644433,0.431,0.235,0.275,0.039,0.373,0.137,0.4,0.627,0.659,0.785,13.0,31.015252414786843,105.1,0.33225490196078433,0.24138157894736842,BAL,76.0,73.0,16.0,5.0,1.0,7.0,0.0,0.0,0.219,0.237,0.356,0.0,0.303,0.026,-2.76,-21.79,,,,,88.0,2024-2025
141,Chandler Simpson,802415,0.604,0.088,0.277,0.0,0.309,0.048,0.299,0.624,0.885,0.925,1.5,26.145303607134107,96.65,0.3117131367292225,0.29878211009174316,TB,436.0,414.0,123.0,53.0,0.0,26.0,44.0,12.0,0.297,0.328,0.348,0.448,0.099,0.046,3.38,4.65,107.0,114.0,68.0,161.0,116.0,2024-2025
142,Charles Leblanc,641779,0.167,0.417,0.333,0.167,0.417,0.333,0.186,0.576,0.711,0.824,23.5,20.812838403837244,104.57000000000001,0.48933333333333334,0.373037037037037,LAA,28.0,21.0,4.0,6.0,2.0,6.0,0.0,0.0,0.19,0.393,0.476,0.0,0.321,0.25,-2.65,-56.81,,,,,,2024-2025
143,Charlie Blackmon,453568,0.371,0.269,0.261,0.052,0.365,0.187,0.295,0.663,0.808,0.867,17.0,29.89337895908354,101.3,0.3259532967032967,0.30516730784708246,COL,499.0,449.0,115.0,59.0,12.0,52.0,6.0,2.0,0.256,0.329,0.412,0.065,0.172,0.086,0.71,0.86,,,,,,2024-2025
144,Chas McCormick,676801,0.434,0.281,0.197,0.068,0.337,0.129,0.35,0.746,0.677,0.745,17.0,28.349286029742707,103.02,0.3626872427983539,0.2916094376657825,HOU,377.0,342.0,72.0,45.0,6.0,32.0,10.0,5.0,0.211,0.273,0.301,0.176,0.273,0.069,-1.15,-1.82,98.0,97.0,100.0,104.0,98.0,2024-2025
145,Chase Meidroth,805367,0.539,0.183,0.22,0.016,0.28,0.097,0.225,0.527,0.87,0.91,5.5,28.698596347710325,101.7,0.3026147757255937,0.29985946812749004,CWS,502.0,450.0,115.0,54.0,5.0,23.0,14.0,4.0,0.256,0.331,0.322,0.123,0.143,0.09,0.25,0.3,92.0,113.0,68.0,101.0,114.0,2024-2025
146,Chris Roller,676896,,,,,,,0.75,1.0,0.6,1.0,,,,,0.0,MIL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.94,-1761.66,,,,,,2024-2025
147,Chris Taylor,621035,0.396,0.255,0.259,0.071,0.429,0.146,0.211,0.723,0.663,0.72,17.5,25.321906774792033,102.49,0.3716161137440758,0.2899761027027027,LAA,370.0,326.0,64.0,43.0,6.0,35.0,7.0,3.0,0.196,0.284,0.301,0.119,0.319,0.089,-1.65,-2.68,92.0,93.0,97.0,103.0,95.0,2024-2025
148,Christian Bethancourt,542194,0.476,0.305,0.143,0.076,0.257,0.124,0.484,0.775,0.685,0.771,10.0,31.532194722684686,105.04,0.33223300970873787,0.2651047724137931,CHC,145.0,139.0,29.0,18.0,5.0,22.0,3.0,0.0,0.209,0.241,0.367,0.13,0.248,0.034,-1.98,-8.18,,,,,,2024-2025
149,Christian Encarnacion-Strand,687952,0.432,0.268,0.175,0.087,0.284,0.153,0.436,0.691,0.725,0.859,15.0,30.529462809580217,105.22,0.373775956284153,0.29025835384615384,CIN,260.0,246.0,49.0,26.0,8.0,35.0,0.0,2.0,0.199,0.227,0.337,0.049,0.258,0.027,-2.06,-4.75,,,,88.0,103.0,2024-2025
150,Christian Koss,683766,0.515,0.201,0.239,0.06,0.343,0.112,0.345,0.718,0.684,0.736,8.0,28.364225525157842,104.15,0.3917786259541985,0.3180425,SF,188.0,174.0,46.0,25.0,3.0,23.0,4.0,1.0,0.264,0.309,0.368,0.109,0.239,0.048,-1.29,-4.13,,,,113.0,99.0,2024-2025
151,Christian Moore,695681,0.412,0.324,0.235,0.069,0.382,0.078,0.241,0.689,0.631,0.72,14.0,27.061173751892767,105.7,0.39154455445544556,0.2927267213114754,LAA,183.0,162.0,32.0,20.0,7.0,16.0,3.0,0.0,0.198,0.284,0.37,0.077,0.339,0.104,-2.11,-6.93,,,,98.0,116.0,2024-2025
152,Christian Vazquez,543877,0.395,0.284,0.238,0.038,0.375,0.157,0.305,0.651,0.807,0.87,16.0,28.39041072600548,100.9,0.29875641025641025,0.2679914961832061,MIN,524.0,484.0,103.0,43.0,10.0,42.0,4.0,2.0,0.213,0.261,0.312,0.055,0.191,0.055,-1.46,-1.67,97.0,98.0,80.0,71.0,94.0,2024-2025
153,Christian Walker,572233,0.376,0.305,0.234,0.131,0.358,0.171,0.263,0.744,0.717,0.805,18.0,28.144789656317844,107.75,0.418509138381201,0.3359170825610784,HOU,1192.0,1064.0,258.0,144.0,53.0,172.0,4.0,3.0,0.242,0.314,0.441,0.026,0.26,0.08,6.38,3.21,102.0,92.0,110.0,78.0,123.0,2024-2025
154,Christian Yelich,592885,0.559,0.179,0.23,0.095,0.324,0.079,0.254,0.676,0.728,0.827,4.0,27.571497811306525,107.2,0.4256241935483871,0.35460422257383967,MIL,957.0,843.0,236.0,132.0,40.0,145.0,37.0,7.0,0.28,0.364,0.469,0.162,0.235,0.109,9.58,6.01,108.0,98.0,120.0,101.0,123.0,2024-2025
155,Christopher Morel,666624,0.435,0.282,0.176,0.116,0.309,0.185,0.278,0.719,0.642,0.72,14.0,30.510760577405417,107.0,0.40509636363636364,0.317142278203724,TB,916.0,813.0,166.0,93.0,32.0,93.0,15.0,9.0,0.204,0.288,0.363,0.119,0.293,0.094,1.37,0.9,90.0,94.0,109.0,99.0,111.0,2024-2025
